'262656718037716993',@ChristiniBikini how did you find me? Hahaha but thank you!!,off-topic
'263350783003725824',@b_yeager yours truly... Is one of those 8.2 million. Smh,off-topic
'263035294905937920',I can't do nun if girls like me or think I'm cute or what Eva,off-topic
'262506832432607234',#GottaAceMySATexam .. !!! I really wish I managed to get that previously http://t.co/6fBv6K1X ..better get it while u can AJ McCarron nzw,off-topic
'263310954429816834',"After last night, every relationship I had with someone in #oomf 's house, is down the shitter. #nevergoingback #fuckthat",off-topic
'263161516117880832',KELLY ROWLAND IN THE DEEP,off-topic
'262376976155803648',Everyone serenade the new king,off-topic
'263124195142152192',"100% agreed RT @jessespector: Thanks, NYPD and FDNY. Couldn't pay me enough to do what you do.",off-topic
'262697490959171584',"But hold your breath because tonight will be the night that I will fall for you over again, don't make me change my mind",off-topic
'263347407830532096',That would be great if i actually had friends,off-topic
'262842926420357120',@MsSweetYvette the way you tweet about him seems a lot more than like .... Really,off-topic
'263329010984042496',@casschin yeah you guys must have got shut off when I did! #goodluck man,off-topic
'262630520461078528',Wtf ? No food at my house . You buggin' if you think i can live without food . I cant !,off-topic
'262650195932766209',Happy birthday Gia! #hurricanebday #finallylegal # @ Gregory's Bar and Restaurant http://t.co/x7on96My,off-topic
'262930591203348481',I hate young minded ass lil boys &amp; lil girls!,off-topic
'262990480533516290',"@WPIX  bayonne park ,hudson county park, stephen r. Gregg whatever they call it now ??? Bayonne,n.j. http://t.co/J0KAC4dE",off-topic
'262476574283137024',The city that never sleeps! http://t.co/AzzHTqpP,off-topic
'263347865198419968',"@youneverdothat @jorgenotgeorge could've easily been mistaken for One who wishes for females to lay prone, for coitus too",off-topic
'262679793554817026',@somuchunfortune Building up a portfolio of firms to work with on their social media strategy,off-topic
'263031252406390784',I thought I heard a plane crashing but now I think it was your passion snapping,off-topic
'262706091245330432',@lizchang_ awww hopefully we can play one more time before it gets cold,off-topic
'262684942432100352',"I wish my boyfriend was here so we could cuddle, womp.",off-topic
'263410418716905472',My sister is playing cards while  listening to @AsherMonroe ... I'm guessing good luck charm?,off-topic
'262994434013138944',Wish I was in Jamaica now,off-topic
'262969694238154753',Me ;Mommy can we go to dunkin donuts ? * winks Her;  are you crazy * says Portuguese shit I don't understand. Me; so that's a yes?(:,off-topic
'262363725334466560',My dad can do 10 one handed pushups and he's 50 years old and 250 pounds  #getbig,off-topic
'262430197201117184',"I'm at Redemption (New York, NY) w/ 6 others http://t.co/M32tqZmi",off-topic
'262614283765035008',With my mom and sisters. It. Is. Empty. (@ Six Flags Great Adventure Employee Parking) http://t.co/ac7dYnX3,off-topic
'262683969542316033',Phin. And I switched hats  @ Queens Plaza South http://t.co/HylLU52V,off-topic
'262739459454423040',@CheyyDior_x3 didn't have anywhere to go ...,off-topic
'262738470760509441',@mackslane: #ToMyFutureSon you'll be a meathead unlike his father,off-topic
'262556379368263680',Why hasn't tech canceled classes?,off-topic
'262623778863980544',@p_ersen I see you've got your priorities in order....,off-topic
'262352369172488192',How you gonna act like a raging cunt and then be all nice ..,off-topic
'262373812807536642',@MelissaViscera Doing so right now thank you,off-topic
'262766622564036609',"I'd take a life for you, to spend my life with you.",off-topic
'263013096883376128',@Yankeeswidow you too this is bad,off-topic
'262387609878274048',@Oprah u inspire me a lot,off-topic
'262749336797065217',Whut that made no sense nick,off-topic
'263279128260788224',Yes got my dr. Pepper (:,off-topic
'263042328208502784',To unjailbreak and update to ios 6 or to stay jailbroken? That is the question... #decisionsdecisions #ios6ornot,off-topic
'263051679988056065',!! @Cathleenxo_: #honesthour I wanna be with my boo,off-topic
'262997638583050240',She callin me daddy n I ain't got no daughter,off-topic
'263347062127603713',A blunt after White Castle amazingg,off-topic
'263381963203817472',I'm upset and sad at the same time. I have never been more mind fucked then i am right now.,off-topic
'262488091242160128',@justblazed1: @IxVEExI I know you ain't talkin about being soft!... . Dam skippy benfincista!,off-topic
'262565354369335297',"so shine bright, tonight you and i, we're beautiful like diamonds in the skyyyy.",off-topic
'262946671846117378',He more than jus a friend to me,off-topic
'263389318003953664',"Friends, it's ok. I have reinforcement. (@ Riverwalk Bar &amp; Grill w/ 4 others) [pic]: http://t.co/KthuVf7e",off-topic
'262754141166768129',#Top10FavoriteSongs uxx OMG #StudyingForTheSAT : thanks Jesus I found that http://t.co/WnrDGRJo,off-topic
'262617540256223233',"This is one of the reasons I hate working in a different state, no one ever knows what's going on",off-topic
'263015184942116864',I don't feel good at all #sick,off-topic
'263124156026081280',"Defused.casted away as life's last drop hands from the strings of my heart ,they tare for its to pure for me to handle",off-topic
'262403770833575936',I keep checking my phone,off-topic
'262576310239506432',Discussing 50 shades with Mrs Berardesco,off-topic
'263058900474003456',What if today is the last day,off-topic
'263017233087881216',@tamarbraxtonherstuck in ny eating every 5 min cause there is NOTHING 2 do. BUT your TWEETS R cracking me up  this is wat I'm doin too lol,off-topic
'263051345135800321',"Niggas dnt give a fuck if a girl has a boyfriend, they still try an talk to em an say.shit like he ain't gotta know we talking shit cray",off-topic
'263070724170854400',@momentoftru @tash_sochill oh I'm good. I'm in BK with AT&amp;T. To people I know are flipped.,off-topic
'262654568469516288',I love having something to look forward to on Sundays. #TheWalkingDead,off-topic
'263418968977580032',@PurpleAlamode: Shoutout to @Mingasim for letting me crash and charging up all my gagdets no prob bob!!,off-topic
'263008542687113216',"@adamfairholm waiting on a cab. In one now. I'm gonna shut up, look sharp and get back to the hotel ASAP.",off-topic
'262585893288833024',My feet are fucking killing me from last night lol,off-topic
'263057999478788096',@shadeylady38 @misspiggybm @brooke @jackiechristie what the hell did laura have on at Jackie's wedding??,off-topic
'262766544189267968',I'm 21... Time to go to bed. #fuckyousandy,off-topic
'263099178039791616',@LeliSecret_ nah its weeveeee indont fucks with that real shit i buy my generic shit weeveee,off-topic
'263415327214407680',You know how they say people today have ADD because of technology? I'm starting to realize that technology/ADD might be what keeps me sane.,off-topic
'263424688083046401',Turn to the ring ceremony and hear @Hit_Boy instrumentals as the soundtrack. That's epic,off-topic
'262722723304849408',Why is dat da saint recovered too fumbles bt cnt score of any of dem,off-topic
'262620577204932609',@JPaulGrant Heading out now.   Thanks again for selling me that car last week,off-topic
'262586034599100418',Boarding shortly for a flight to Tokyo. I'll be seeing my wife and 11 months baby for the first time in 3 weeks! http://t.co/P4KydusC,off-topic
'263072911450066945',Riza making shadows on the wall. @ Bradley Beach http://t.co/aLfBZiPj,off-topic
'262369250419818496',"weeeeee 6,000th tweet coming up! who wants?",off-topic
'262401886039191552',Made a sexy ass freekick goal,off-topic
'262703978075258880',@republicofchadd @escott94 well Eric and I hate you so there's that,off-topic
'262951755145420800',Don't talk to me on twitter if you not gonna speak when you see me in person.,off-topic
'262406029852151808',No Lake House for me. http://t.co/pcpc5Nua,off-topic
'262396073312657408',@s_mehalick: @Travis_Martin06 you're sucking up.. No no no never that lol,off-topic
'262626624137228291',If you got a snap chat of me naked don't feel special so did everyone else #datass,off-topic
'262669802554933249',Finally a fucking TD from Dallas,off-topic
'262773254266183680',@nicole_linder ill hit a woman in public,off-topic
'262751485874552832',The whole lifetime of Adam was 930 years! :-) early people in the bible lived 100yrs old and more :-B,off-topic
'262380679520735232',#GottaAceMySATexam .. OMG We really wish we students had found that before http://t.co/DvCRarnC you better get it now Matt Lehman jgn,off-topic
'263062044469768192',@lanosmind lol I hope she doesnt stay long enough for us to have a conversation,off-topic
'262668582352191488',@ireneannakim We don't have school text me!,off-topic
'263401002307297280',"I'm at The Ridge Diner (Park Ridge, NJ) w/ 3 others http://t.co/GcdKm6K1",off-topic
'262956296943316992',@JoshMalina so how public do you wanna get exactly?!?,off-topic
'263427262781743104',Sleepover with my boyfriend yaaaay.,off-topic
'262699003181924354',"I'm at Wyckoff Fire Department #2 (Wyckoff, NJ) http://t.co/qIZVRoxK",off-topic
'263081934689820673',"@Common_Minds I'm so dead , I thought it was like a hoax or something but it's his actual page ..",off-topic
'262999889728917506',@MSovak I just drove past both of your houses and did not see your car at either one.,off-topic
'263403281492111361',Aint no man allowed in your bedroom,off-topic
'262760707748143104',@MsDecember1207: #ToMyFutureHusband hurry up &amp; come into my life !!!! Let's make babies !JAVIARA,off-topic
'262687553570893824',Giant fans just watching this game crumble,off-topic
'263389525324210177',My dogs understand more then #siri,off-topic
'262918036477059072',@ChrisA9 yes! I work at BofA for a technology group that supports NY Interest rate derivatives options trading desk. Youuuuu?,off-topic
'263073454255910912',@CADBII what part of Brooklyn you in Chrissy? I'm at my sister's Brownsville/Ocean Hill.,off-topic
'262345282778456065',Gonna post a couple of pics I got of heffrondrive @HeffronDrive from last night......Is that cool @ Batcave. http://t.co/0vCgmUpA,off-topic
'262614596349747200',The love is in the air....,off-topic
'263074500424392705',Why are we hungry mm let me think cuz we got a fast metabolism and you got a slow one that's why your fat,off-topic
'262632985294147584',Brian Hartlime look like he should be on some Tennis shit #YouWhiteAfBoi #SorryNotSorry,off-topic
'262355473058123776',Seen one of my favorite childhood books in the store @ Walmart http://t.co/EaTRtCZF,off-topic
'262376321571778560',@VanteAlexander: lol not missing anything. oh okay.............Dick,off-topic
'262625415833726976',Walking Dead is on tonight! #winning,off-topic
'262916596073381888',@NataliaQuique back at ya!  Be careful out there.,off-topic
'262572189025452033',RA just saw me walk of shaming in a bra and underwear. Yup.,off-topic
'262648511449952256',Love on the Poseidon Picture set!!! http://t.co/CinjdP3N,off-topic
'262629671693328386',@ms_nat22 Lmfao!! You're crazy lol ..we can't have a sleep over w/o @LaDy_Druu !! Haha,off-topic
'263014500469460992',@Greg_Lenzi44 I hate you more with every breath you take,off-topic
'263416144466153472',My happiness is at an all time high right now... I love when things turn around (:,off-topic
'262962383612436482',"@JuliaG_Horan @r_ichelley ru done? That was so yesterday, get on with your life. You are now dismissed",off-topic
'262947009575669761',How he still won't ask mi #Fuckit #yupppp :/,off-topic
'263103309127221248',@Oh_Anji lol not from your avatar.,off-topic
'262963133302308864',So uhm Sandy...girl where you at?,off-topic
'263058031972065281',I guess that's a sign I should give up #igetit,off-topic
'262842770362880000',"http://t.co/judcdmKD provides Discount Codes, Discount Coupons, Free Shipping Codes and Promotional Codes for... http://t.co/ttOL6RoV",off-topic
'263001880584650753',@lizfroio me too come over,off-topic
'263088832315002884',@LoBosworth not in Hells Kitchen we all have out power thankfully!,off-topic
'262400540842000384',"This to all my hatin hoes, seein me get guap right now #SucksToSuckNigga",off-topic
'263058409400700929',I don't think that shark is on #LBI . I think the guy who took it said it was further south.,off-topic
'262782686760943616',My head is like so cold it burns when I touch it.,off-topic
'263402334120464385',"@RobeAndSlippers ha! Hey btw, u going to @sebastianbach gig next month at bbkings?",off-topic
'263005023406014465',@kahlil__: Ctfu u mad as shit! RT @IamChinyere: @ayanadanielle @kahlil__ the fact that he's so hype is funnier than the text not at all,off-topic
'262694222094823425',If u wanna talk shit about me that's a bad idea bc I will come back at u 67x times harder and make u cry,off-topic
'262400029657010177',@carly_cyr ill be in ur room in 10.... Want to talk to someone :-/,off-topic
'262763066184306688',@simplyy_niquee I just for the rest of my shit out either,off-topic
'262790657729519616',THE DETRIOT TIGERS SHOULD BE MORE EMBARRASED THAN THE YANKEES THEY GOT SWEPT IN THE WORLD SERIES,off-topic
'262547824602910721',Can't believe I'm about to get on the subway right now... sooo pissed off,off-topic
'263164291560136705',Listened to the whole kendrick album definitely more than 5 times today.,off-topic
'262580437908615168',@ZacSponring @HeyImMarty I'll kayak and do the same.  I need to buy a kayak first.,off-topic
'262550998852186112',"@AP R&amp;B singer Natina Reed, who appeared in Bring It On, hit by car and killed at age 32: http://t.co/PjxecNd6 -CC  -- very sad story",off-topic
'262798900887441408',@MrGottaGetReady I meant snow bunnies but it just so happens ur next tweet was about snow lol,off-topic
'263012253631123456',"Just got out the shower , cooling for now  , no edit !! http://t.co/R1Yd7jLq",off-topic
