'592952733407252481',"#baltimoreriots #nepalearthquake #chilevolcano #bokoharam #isis attacks and other catastrophic events our world is slowly crumbling",off_topic
'592590407189434368',"few indians in nepal want luxury treatment at airport even in this tragic situation priority to help those who are injured",off_topic
'592589216934174720',"where is anna hazare? #nepalearthquake",off_topic
'592753538033426432',"share the love for #nepal",off_topic
'592592838443069440',"god bless em amen #nepalearthquake",off_topic
'592942815929356288',"if you want to help nepal don give the funds directly to the government",off_topic
'592602182542880768',"oh god give them wisdom\nmodern tragedy quake ravaged nepal tower site for selfies \n\n",off_topic
'592646305660477441',"#money #cnn google and facebook help locate nepal survivors read full story for latest details",off_topic
'592835114465370113',"today front pages mirror\n\n#nepal #earthquake #news #ge #election #nhs #cameron #milliband #tv #movies",off_topic
'592720548746133507',"it is just so terrible for nepal",off_topic
'592671496285364224',"living in san francisco can understand what they feel but can not imagine their loss #nepalearthquake",off_topic
'592628194467049472',"the most important thing about nepal is australian victims #qanda",off_topic
'592919305362124800',"bbc news the moment the #nepalearthquake hit my home personal story",off_topic
'592591087115448320',"happy rt breaking #nepalquake disaster taken up in the house lok sabha",off_topic
'592799670742691843',"love to nepal",off_topic
'592592775155060736',"so proud be modi bhakt india voted right person as pm \n#nepalearthquake #indiawithnepal #thankyoupm",off_topic
'592602922233434112',"god be with people stuck in #nepal",off_topic
'592837029299380224',"prayers out to nepal",off_topic
'592158474554904576',"imf managing director christine lagarde expresses sympathy to victims of earthquake in nepal via official imf press release today",off_topic
'592736790030786562',"just made donation it feels good your turn now",off_topic
'592164514122047489',"may god be with them #nepalearthquake",off_topic
'592766832118988803',"also said this yesterday xd \n\n",off_topic
'592126072700817408',"please rt \n\ncc",off_topic
'592820574436597761',"my bad millon in #nepalearthquake",off_topic
'592818921016827904',"two wrongs do not make one right is what fake seculars will say look at this too",off_topic
'592592687078866945',"god will bless them",off_topic
'592773003311771649',"you know what think is worse? nepal they really have it bad #baltimoreriots",off_topic
'592931763153842177',"prayers for nepal prayers for baltimore prayers for joni amp prayers humanity #peaceinbaltimore #nepal #jonimitchell",off_topic
'592666036480188417',"hats off to sikhs as usual they have come forward may gold bless the community #nepal",off_topic
'592706870940405761',"hello am in islamabad my team in nepal gorak sheep it will be better if you connect with someone from nepal",off_topic
'592644145283371008',"woke up to the sunday morning news looking like sci fi all that ash and\nthen india continent slipping under nepal suddenly google it",off_topic
'592921563843944449',"it so horrible only deserve calm and patient for the nepal people",off_topic
'592836227818217473',"we are with you nepal #thankyoupm amp team army rss and all selfless volunteers",off_topic
'592706615540744192',"my heart is with ppl of #nepal in this sadest event of history more than ppl died #rip plz #donate #help we can heal but can try",off_topic
'592276362368458752',"does any missionary acting like this",off_topic
'592701729977794561',"#maishasuperstar\n #transformingke\n thailand\n #tembeakenya\n nepal\n\n eat #trndnl",off_topic
'592752421249613824',"langley nothing as bad as this one would hope",off_topic
'592735173801811970',"agreeing with kim on this one",off_topic
'592816594532868096',"hope everyone remains safe in #baltimore and in #nepal",off_topic
'592781186902134784',"that is truly nice thing",off_topic
'592653120133435392',"god bless nepal",off_topic
'592637677398163456',"we tripping about #nepal when we have problems in baltimore #riots",off_topic
'592757983836266498',"#prayfor #nepal every penny helps",off_topic
'592084816884994048',"\nmay almighty help the beautiful ppl of beautiful country nepal \n#nepalearthquake",off_topic
'592164387500208128',"stars express support for nepal following earthquake #kpopworld",off_topic
'592594878741155840',"abc news expats try phones social apps to connect to quake hit nepal more #news",off_topic
'592802785768398848',"oh my god \ni didnt know\n",off_topic
'592591014352683009',"omg can believe dis death tolls from #nepalearthquake passes its getting increased day by day oh nooo",off_topic
'592875492707016706',"stay strong nepal",off_topic
'592673285269229568',"the pcs are talking about #nepal but won raise your taxes",off_topic
'592076352674766848',"another one from #soulvultures",off_topic
'592910450406387713',"oh gosh",off_topic
'592163574232981505',"yatha handle tatha message #soulvultures",off_topic
'592934783589584899',"mmmmm hmmmm opportunity for #soulvultures indeed",off_topic
'592590733686624256',"we wish god gives peace of soul who lost lives in #nepalearthquake",off_topic
'592200526697136128',"two days of earthquakes have set nepals economy back by more than decade",off_topic
'592909382851141633',"heal our land lord #baltimore #nepal #persecution",off_topic
'592668256764329987',"it so bad right now #nepal",off_topic
'592765036545839105',"sending healing and love to nepal",off_topic
'592156350412525568',"what terrifying is this",off_topic
'592889080817549312',"didn take the scammers long to catch onto that one shameful bastards",off_topic
'592162354995015681',"that the old pic of rss they show now that they leaving for nepal what hypocrite",off_topic
'592754274003714049',"the people of nepal",off_topic
'592183683622252545',"woman whose brother died in nepal years ago receives word daughter is safe women whose brother wa on abc",off_topic
'592883906208264195',"#pakstandswithpalestine rt intifada israel airlift of nepal babies highlights commercial surrogacy industry som",off_topic
'592592768477728768',"aspiration prayers by #tibetan monks lives lost in #nepalearthquake with he taisitu rinpoche #nepalquake",off_topic
'592796188535054336',"nepal baltimore kids without enough to eat tonight nowhere to sleep what we can all do to be of service to end violence that on my mind",off_topic
'592875670583320576',"couldnt resist my friends setting up scrum board at giz #nepalquake",off_topic
'592904788947378176',"beloved let us join our hearts in prayer for the precious people of nepal who are hurting also peace for the precious people in baltimore",off_topic
'592861959051223040',"sufferings are so hard to see #nepalearthquake",off_topic
'592592268525080576',"even god says this",off_topic
'592763777910702080',"god have mercy #nepal",off_topic
'591903374158630913',"pls help",off_topic
'592624082283200512',"yaaaa hope everyone is safe now",off_topic
'591962797698854912',"true talk",off_topic
'592890139623448576',"prayers for #nepal and #northindia",off_topic
'592793483590672385',"my heart hurts reading this can even look at the pictures without holding back tears #prayingfornepal",off_topic
'592864190286659584',"while food water blankets medicine oil amp baby foods urgently required #nepal #soulvultures rush bible propoganda",off_topic
'592683115203731456',"may god protect them all #nepal #nepalquake",off_topic
'592592231749570560',"prayers god please don repeat this #request #nepalearthquake",off_topic
'592700561142714369',"john kerry announces additional million in aid for #nepalquake vict via",off_topic
'592590211617525760',"#headlines trending now #nepalearthquake and #gameofthrones",off_topic
'591903321293651968',"#nepal if re looking for missing person or ve information abt someone please locate using #indiawithnepal",off_topic
'592924489459044352',"sadly feel like it already has",off_topic
'592733503290265600',"people like goldie taylor and melissa harris perry should be worried about nepal and not about baltimore",off_topic
'592876856434663424',"get you just feel bad abt nepal bec my country just undergo similar kind of tragedy im afraid that the news abt",off_topic
'592589013967458304',"rescue teams step up search for survivors as nepal quake toll crosses #india",off_topic
'592666983138783233',"be with nepal wish everything is okkk plzzz god help us plzzzz",off_topic
'592636710841929728',"mycondolences for all innocent souls who lost their lives whether by#naturaldisasters or#warzone\n#nepalearthquake",off_topic
'592851450914545664',"stay strong nepal",off_topic
'592759899618201600',"aaa love you lou tomlinson",off_topic
'592859361447387136',"vigil for nepal earthquake victims",off_topic
'592865984773500928',"yes and please watch francis bukartek on youtube all songs and help jay make his dream show or be on help nepal jayu",off_topic
'592737863864815617',"#live #earthquake #updates #toll #rises to in #nepal tweet the delhi sikh gurdwara",off_topic
'592609579315265536',"prayers for #nepal",off_topic
'592669302425280516',"so tragic stay strong #nepal #earthquake #pray #staystrongnepal",off_topic
'592692778024509441',"don want this kind of disaster again anywhere really shocked that old temple of nepal is still at its place",off_topic
'592684226912329730',"dont rush to nepal to help read this first claire bennett",off_topic
'592594799607226368',"this is awesome",off_topic
'592706693764616193',"this is so heartbreaking",off_topic
'592810165822464000',"pot stir warning true caring for humanity is showing sympathy for every life amp death in #nepal not for convicted drug smugglers #balinine",off_topic
'592950916854067200',"another miracle from god",off_topic
'592602641793875968',"dnt knw whether proud have mr modi as ur pm or nt bt he hs taken quick action to help nepal and has made necessary step \n#thankyoupm",off_topic
'592786102924218368',"#nepalearthquake god bless him",off_topic
'591913655886831617',"so much destructive",off_topic
'592766275132235779',"too soon #nepalearthquake",off_topic
'592594944604254208',"so cheap mentality this is",off_topic
'592671821293604866',"while would love donations for this cause believe in so much if you are tight on funds please donate to the relief for nepal",off_topic
'592608300035743744',"these guys are not gonna use their brain \n\nwhy they so hate #modi???\nfor each amp every reason??\n\n",off_topic
'592707614477295618',"#nepal earthquake relief fund let make our part",off_topic
'592684715569750017',"babes could you please rt the tweets did about nepal my friends sister is stranded out there",off_topic
'591902750654402560',"nepal earthquake magnitude tremor hits kathmandu everest",off_topic
'592883992753483781',"within an hour got calls from pm then amp withinfive hours delhi cm called me nepal envoy designate",off_topic
'592912437260722178',"although my heart is very much with #nepal and #baltimore",off_topic
'592657953058136066',"#israel denies access to #westbank to #southafrica minister blade nzimande who charges it with #genocide \n#nepal",off_topic
'592745277934669824',"country profile the #languages of #nepal",off_topic
'592740079543652354',"tonight karma sherpa mountain guide who took these pics from his new home tent city in kathmandu invu pm",off_topic
'592592018515202048',"even though we ve never met but wish all of you safe and be strong #nepal pray for nepal",off_topic
'591903208747970560',"update buildings collapse at least four killed after magnitude quake in nepal",off_topic
'592895353650839553',"thinking of all the people in nepal god bless them all",off_topic
'592636661466443776',"photo taken by my denali tent mate as he arrived back at base camp after heli evac from camp #nepal",off_topic
'591903387953664001',"#zledimmesajgelse\n#nepal\n#seniaslabrakmamderse\nsports tv\n#okulolmasa\nangelina jolie\n#fenerinmacivar\n\nfolow me follow back",off_topic
'592169320693800960',"nepal international aid response hampered by aftershocks videos #video",off_topic
'592685244303679488',"hear no one talking about nepal",off_topic
'592183485860749312',"my heart is with families dat lost loved one in the nepal earthquake may god bless their souls",off_topic
'592868240533127168',"half of my village has been destroyed #nepalearthquake",off_topic
'592709944480260096',"without nepal and the hard working employees at the nepalese fair trade companies that tala purchases from",off_topic
'592143656703762432',"still counting all my condolence with the people of nepal my prayers are with you #nepalearthquake",off_topic
'592895159769112577',"god bless the people at nepal",off_topic
'592944333210386433',"damn #nepal",off_topic
'591902953428025344',"may allah look after all here the emergency contact numbers for nepal share help prayers with all in nepal",off_topic
'592867389689171969',"there girl her who literally kid you not just said what happening in nepal? why is asia looking for attention again",off_topic
'592850711941140480',"god save us\n#nepalquake",off_topic
'592068328476127233',"nepal earthquake hundreds die many feared trapped bbc news",off_topic
'592589560439156736',"these facebook posts are even more depressing #nepalquake",off_topic
'592642156218621952',"quake aid need acute in nepal capital more so in villages via",off_topic
'592590486868725760',"strong together all of our love to #nepal in this terrible moments #namast #nepalearthquake",off_topic
'592746275767980034',"cool thing skype is doing",off_topic
'592688316845260800',"sympathy is not enough now as fellow human beings lets please do our bit and help country nepal please",off_topic
'592593880710664193',"thanks for tweeting this brit now originally from nepal it heartbreaking if people give even it ll make huge diff",off_topic
'592938228321157120',"sorry for the innocent victims of #nepal amp #baltimore place trying stop fires amp pain the other starting them",off_topic
'592591994129547265',"life is so unpredictable the total of rolls ramps up people #nepalearthquake",off_topic
'592592570653528068',"rt nd #nepalearthquake #icrc link to register #missing persons or am alive",off_topic
'592158389783826434',"and one another effect of climate change #nepalearthquake #nepal #nepalquake",off_topic
'592590606934892544',"nepal quake",off_topic
'592634929218985984',"prayers for #nepal from aid",off_topic
'592952077543931905',"calling for #peace with #prayer for #healing blog \n\n #healingbaltimore #chile #baltimoreriots #nepal",off_topic
'592693274302873603',"bro gd bless ur country nepal trst the god evrythng is fine karan aashikabhatia",off_topic
'592900812164042752',"cat stevens introduced me to nepal via katmandu its strange bewilderin time praying for folks there",off_topic
'592197857119047680',"don create panic please aftershocks are normal after any earthquake of such intensity #nepalearthquake #indiawithnepal",off_topic
'592736733860618241',"god save us",off_topic
'592167323257081857',"can science be orthodox",off_topic
'592797739177639936',"#nepalearthquake the toll just keeps rising it heartbreaking to think of the mothers fathers kids who ll have to pick up the pieces",off_topic
'591918661360873473',"house for sale at pepsi planning #nepal #realestate #basobaas",off_topic
'592178215805849600',"jalada wilson mother is heading to the #nepalquake zone to find her son she hoping he ok #perthnews",off_topic
'592154694606139392',"thinking of everyone in #baltimore and #nepal tonight",off_topic
'592928761487568896',"#repost clean water with repostapp #repost with repostapp the people of nepal",off_topic
'592589771840466944',"#nepalearthquake #mx evening daily #melbourne",off_topic
'592589492529291264',"pm modi ji\n for matrey mission to nepal whole country and almighty god is with you please proceed with full stamina it is an",off_topic
'592684236597022720',"we wish hope to the nepal victims we all human",off_topic
'592897538170220547',"must see show must go on",off_topic
'592799599385018369',"here how you can help",off_topic
'592199964740210688',"raf to deliver supplies to disaster zone as death toll reaches",off_topic
'592161422219554817',"#nepal #quake kills at least triggers everest avalanche",off_topic
'592591530411458563',"#indiawithnepal commndble job but its an equal rspnsibility our govt stnd by rights frmrs #savejalsatyagrahi",off_topic
'592681219994865664',"however much you want to help dont rush to nepal coordinated efforts are essential #nepalearthquake",off_topic
'591903376679542784',"unbelievable",off_topic
'592701686365483008',"#winnipeg woman forced to hike hrs to safety after #nepalearthquake #cbcmb",off_topic
'592671244803284993',"#nepalearthquake shame on christianity and islam #subanimals #soulvultures\n",off_topic
'592603126261231616',"comrades in #nepalquake \nam with in prayers",off_topic
'592692773972779010',"football saved us says relieved indian team coach #earthquake #nepal #underindianfootballteam",off_topic
'592940108392738817',"stay strong stay united#prayfornepal",off_topic
'592590458427084800',"prayers for nepal crawford student bishal chalise is calling for support",off_topic
'592951820609171458',"volcanic eruption is chile earthquakes in nepal and ecuador flooding rains in brazil \n#climatechange is #real put it in perspective",off_topic
'592915665222180865',"thank you so much",off_topic
'592783594629758977',"conspicuously tilts phone so babe at the next table can see me donate money to the nepal earthquake relief ah hope that helps the children",off_topic
'592178699090333696',"rt timesnow above all we salute resilience of our sisters brothers in nepal parts of india for courage in face of disaster pm modi #nepa",off_topic
'592785425565122562',"dont rush to nepal to help read this first claire bennett",off_topic
'592948833891528704',"care more about nba coach interviews than the nepal death toll",off_topic
'592591311707967488',"may god almighty help nepal amen",off_topic
'592758448774901761',"#nepalearthquake good luck ro all those beautiful people and im prayin and cryin for all yall hopefully will get new homes soon",off_topic
'592591143856173056',"is the magic number",off_topic
'592847968513982466',"want to donate to nepal but afraid of all these funding set ups because don want them to be fake",off_topic
'592594602370150400',"nepal kathmandu everest base camp \nthese names left smile on everyone who worked on yevade subramanyam \nnow",off_topic
'592766158228627457',"how can you care about bruce jenner when in nepal bitch sit down people can care about more than one thing at god damn time",off_topic
'591918232497324032',"#vultureevangelists ejaculating \nderiving sadistic pleasure from devastating #nepalearhquake \nconversion opportunity",off_topic
'592750284759261185',"ugh listening to in the market janet parshall amp hearing updates on nepal baltimore amp saeed abedini amp other americans in iran",off_topic
'592703120553181184',"abp live english news todays latest breaking news in english online english news",off_topic
'592892586748223489',"cannot fathom the horror amp sadness that region must be suffering right now god rest so many souls #nepalquake",off_topic
'592693256766521346',"and the tremors keep coming this just in from my friend vishnu in #kathmandu",off_topic
'591903128901025792',"#nepalearthquake actionaid in nepal is reporting lot of casualties amp that the country will need help still confusion on the ground",off_topic
'592685285839872000',"this can be done through your local rotary club if you want",off_topic
'592592236107411456',"good collection of news about nepal tragedy in early bird",off_topic
'592071803775766528',"being tormented by guilt over my own safety and the physical distance between me and my people #nepalquake",off_topic
'592842211420680192',"hope more aid gets to the people out there ive not herd from my friends deep amp keshab hope they are all okay in nepal #nepalearthquake",off_topic
'592896680258883584',"playing cricket in the camp these kids are seriously breaking my heart laughing playing #nepalearthquake",off_topic
'592159314921463808',"#nepalquakerelief\nrelief wrk carried out shows rss sanskar org wud proud of its former pracharak for sure",off_topic
'592951384770740224',"good question don think it bad idea give it rest season sort things out but nepal makes too much from it",off_topic
'592757929322881024',"myself don know in wich mentality spent terrific night in this ghost lyk house\ndear mother earth please give us life \n#nepalearthquake",off_topic
'592658586473525248',"modi hats off do gud work in nepal but kisan die everyday in our country think abt our country too how much time to compansate kisan",off_topic
'592820140250660864',"prayers for everyone at #nepal #nepalearthquake",off_topic
'592738294955417600',"our hearts go out to those suffering the effects of nepals devastating earthqua",off_topic
'592653166488891393',"saturday evening while visiting friends in manhattan jose ortiz seeing some of the first cnn images from nepal",off_topic
'592849155954978816',"may allah help them",off_topic
'592612687244210176',"junawani rt tiwarymanoj #prayforall and #hope we can overcome this hour of distress #together #nepal #earthquake",off_topic
'592736381451001856',"but unstable political systems can reduce effectiveness of aid certainly did in haiti",off_topic
'592813894340587522',"aunt mean it like that but what nepal is going through by far out weighs baltimore situation too me",off_topic
'592645741941694465',"sending prayers to nepal #godbless #nepalquake #usa",off_topic
'592902061181775873',"nepal is not person guys it is country",off_topic
'592736288501030912',"#nepalearthquake #wat calamity may god almighty take charge",off_topic
'592879529913364482',"incorrigible rajdeep sardesai can write an article on modi without quoting gujarat riots",off_topic
'592773528665137152',"prayers",off_topic
'592687175579336707',"dont rush to nepal to help read this first claire bennett",off_topic
'592935825375014912',"jill and derrick message about nepal #helpnepal #kids",off_topic
'592737300687237120',"everyone say quick prayer for those injured or deceased in nepal",off_topic
'592652482930552832',"the whole sankhu old town is also gone",off_topic
'592814099936993283',"don know what to say",off_topic
'592871555404865540',"listening to tragic loss suffered by nepali know made me donate #nepalearthquake",off_topic
'592693756530393089',"tragic loss of life and ancient architecture",off_topic
'592916101052268544',"prayer for nepal",off_topic
'592589189390073856',"donate",off_topic
'592952919395147776',"#nepalearthquake prayers",off_topic
'592592383944085504',"how met our kardashians",off_topic
'592861057431052288',"thank you for your support for #nepalearthquake survivors",off_topic
'592075768722776064',"sick people of world feed on deads",off_topic
'592707001785982976',"has vetted charities heling in #nepalquakerelief find one you like and give",off_topic
'592872483436568576',"amp now tell me jerks what is your contribution in #nepalquakerelief\nonly hate tweets",off_topic
'592770312879607809',"thanks india usa pakistan bangladesh bhutan bangladesh australia canada pleat ani and many other countries helping nepal",off_topic
'591918436197904384',"surely we should be sending squadron of ghurka engineers to help #nepalearthquake #nepalquake",off_topic
'592085591765954560',"donate now world vision international",off_topic
'592624864328065024',"proud of styles thank for your human taste #nepal",off_topic
'592594949977190400',"ve written song for nepal to help them get through hard times half nepali was thinking if you like to be part of it",off_topic
'592892767765975041',"god bless nepal #nepalearthquake",off_topic
'592589189671219200',"we know won let our hopes and heads down #thankyoupm #saviourpm #indiawithnepal #nepalearthquake",off_topic
'592796058377441280',"my heart is heavy jesus #timetopray #baltimore #nepalearthquake #churchriseup",off_topic
'592784967899414528',"if you re more concerned about bruce jenner than the events in baltimore and the tragedy in nepal you should reevaluate your life",off_topic
'592886996059725826',"ur eyes nt on the ball too much on isreal security amp nt on cndns citizens in nepal amp egypt?under ur leadership cndns feel unsafe",off_topic
'592888475147497473',"calling for #peace and healing for nepal baltimore chile mother earth and the rest of our world can please",off_topic
'591910414444863488',"world of ordeals where #brucejenner gets more coverage than #nepalearthquake",off_topic
'592786430721708033',"what do we know about international medical corps? #facebook #nepal",off_topic
'592156591970914304',"nepal rocked by series of minor quakes",off_topic
'592345370581180419',"shaken and saddened to see the news coming out of nepal though glad to hear my boss and his wife on ama dablam are out of danger",off_topic
'592733479609233410',"any comment #thankyoupm #nepalearthquake",off_topic
'591915722718064640',"whoa",off_topic
'591903021732237313',"quake rocks nepal extensive damage reported",off_topic
'592832192444764160',"my prayer in #nepal",off_topic
'592749534142423041',"cannot emphasize how much appreciate social media right now #nepal contd",off_topic
'592154659080392705',"pink mandy moore kevin jonas among celebrities tweeting support after nepalearthquake",off_topic
'591915268873396224',"literally worst days of my life lost all my stuff money missing and my trip to nepal in september is cancelled",off_topic
'592832720864149504',"our prayers are with you",off_topic
'592762745705132034',"right now can only care about nepal amp the safety of everyone descending everest and those suffering ready for pat to be off the mt amp home",off_topic
'591903247335444480',"tv dead injured in bangladesh from nepal quake tv report dead injured in bangladesh from eart",off_topic
'592720212174237696',"#nepalearthquake fear numbers are higher this time villages have been completed devastated we have no counting",off_topic
'592103220564099072',"this is heartbreaking",off_topic
'592592691990401024',"pm modi thanks",off_topic
'592592715465916416',"then why this just minutes before sir \n\n",off_topic
'592916182144974848',"still wait for tweet where he blames #israel for #nepal #earthquake",off_topic
'592602932794654720',"prayers for people in #nepal",off_topic
'592809533082365954',"dsnt mttr its kashmir or nepal they will give their best and save life of many ppl respect and proude on indian army #saluteindianforces",off_topic
'592702002959908864',"nepal needs our prayers and our help",off_topic
'592592658947842049',"but so far no msm channels are taking modi name #nepalquake they are averse to mention pm leave alone modi what an amt of hate",off_topic
'592749622323453952',"another one?",off_topic
'592868794856509442',"do please keep nepal in ur prayers amp to all those places wr ppl suffering in #prayers #godbless",off_topic
'592765016488714241',"god bless",off_topic
'592668540169277440',"nepal prayers for you",off_topic
'592881330507141120',"good to hear that",off_topic
'592088410778546177',"sir salute u\nnd lots of respect \nfor the immediate action that have taken during #nepalearthquake",off_topic
'592740479525134340',"#nepalquake dedicate #worldcry #lloyd feat #rkelly #kerihilson #knaan #worldcry #our prayers are with you #nigeria #tears",off_topic
'592768381851414530',"novices buying these epic photos will help nepal \ni spent two months this past november and january trekking",off_topic
'592862774788792321',"why nobody objecting it? rg did not say anything on nepal may writer is not eligible wht did yuva congress do for nepal",off_topic
'592752051760791553',"ladies and gentlemen your ass hole of the day",off_topic
'592833870925561857',"live difficult hour for nepal earthquake toll could reach says #onlynewsapp",off_topic
'591903009606672384',"latest pics sent to ani from kathmandu of #earthquake aftermath",off_topic
'592869012444475392',"army we love you rt",off_topic
'592949685410787328',"very disappointed god bless think death touches",off_topic
'592755824784707584',"without evidence prof claims global warming caused nepals earthquakes",off_topic
'592941279505477632',"so much less racism about nepal than saw about haiti not sure if filter bubble or blackness",off_topic
'592592750543032321',"prayers for nepal",off_topic
'592846365086081024',"what the ??",off_topic
'591993435562749952',"your new ok if mouth kept shut #presstitutes #ndfaketv",off_topic
'592780671770370048',"#baltimore amp #nepal is in our prayers",off_topic
'592834948182188032',"god speed send the light #nepal",off_topic
'592695532809773056',"today sir may be writing about the things happened in nepal",off_topic
'592957026390663168',"stay strong \nstay safe \n\n#earthquake\n#nepal",off_topic
'592132052947963904',"dear #nepal from untruth lead us to truth \nfrom darkness lead us to light \nfrom death lead us to immortality \nom peace peace peace",off_topic
'592593374747566080',"news reports point out not only the terrible human toll of the earthquake in nepal but also people loss of their cultural heritage",off_topic
'592736491115323392',"#nepal political point scoring is not acceptable here lets just be human beings helping human beings",off_topic
'592957350614413312',"humane slaughter methods followed gets pass dont this this happens only abroad",off_topic
'592745560727224320',"tt new zealand #clubchamps\n #xfactornz\n nepal\n lili\n #nativeaffairs\n stevie\n john oliver\n #liamisthepoolcleaner\n #starttag",off_topic
'592809937979445248',"has nepal government gone mad?",off_topic
'592733264655360003',"have extended my support to nepal quake now its your turn \nmake donation to nethope \n#nepal #nepalquake #nethope",off_topic
'592628914633093120',"los angeles times today headlines nepal big one beyond shorter #newsintweets",off_topic
'592820071698984962',"interesting take on volunteering gt dont rush to nepal to help read this first claire bennett",off_topic
'592629804051996674',"kaku scientist is on cbs this morning is talking about tectonic plates underneath nepal very interesting #hispanicnews",off_topic
'592848893328662528',"when god attacked our forces still fighting with him in nepal to save lifes #saluteindianforces",off_topic
'592898437244411905',"we at #bbcdiratv wish to interview you via skype on your survival from #nepalearthquake",off_topic
'592910852153548802',"see more tweets about #baltimoreriots than saw abut #nepalearthquake natural disaster vs selfishness lives vs life #wakeup",off_topic
'592799900078874624',"god bless all those helping hands",off_topic
'592686191272656896',"thinking of nepal",off_topic
'592085744698667008',"have been on the phone most of the day with friends and some government folks know and it is mind blowing\ndisaster #nepalearthquake",off_topic
'592751721228677120',"this",off_topic
'592865835477176321',"stay strong nepal",off_topic
'592701154087297024',"dont rush to nepal to help read this first claire bennett",off_topic
'592593590959771648',"they just paid off big money to their dear friend pakistan so they cant afford to pay to nepal",off_topic
'592736172180447233',"you tweet about zayn malik amp eating pizza shut up",off_topic
'592641954581749760',"rt plz rt",off_topic
'592180393027055616',"remember it is risk blind investment amp planning decisions amp failure to enforce building codes that kill not earthquakes #nepalearthquake",off_topic
'592590124036165634',"can anyone update me about domestic flight status? biratnagar to kathmandu?",off_topic
'592743968498135040',"#baltimore #nepal #kenya the world all heavy on my mind #purpose",off_topic
'592862136545730562',"#charity and #hidden #agendas go hand in hand",off_topic
'592649025024831488',"resilience of nepal women to be admired remote village lady whose house was devastated was smiling at tv camera why cry? we will survive",off_topic
'592743054735466498',"nepal#kathmanduquake #close to my heart#connections#tie us#so sad#reachhigher #hope #alwaysdiscovering #mothers#love",off_topic
'592807409929846784',"telugu choreographer vijay dies in an aftershock in nepal via",off_topic
'592755122914107393',"#nepal please consider giving",off_topic
