'591902696925364224',"more than people killed in powerful nepal earthquake say government officials and police"
'591902985111937024',"rt patel my prayers withall in nepal hopethe earthquake doesnot leavetoo many casualties prayers nepal"
'591902987179655168',"at least killed in magnitude quake in nepal kathmandu nepal ap nepal home ministry say #spbnews"
'591902993018032128',"massive damage reported in parts of nepal"
'591902993647296512',"god bless nepal"
'591903004032274432',"nepal #earthquake latest \n\n reports of avalanches in everest\n temples flattened\n unknown numbers killed amp injured"
'591903006389567488',"my thoughts and prayers to the ppl of #nepal"
'591903008214003712',"#houston avalanche sweeps everest in nepal injured quake triggered avalanche sweep #houston"
'591903009606672384',"latest pics sent to ani from kathmandu of #earthquake aftermath"
'591903010218901504',"praying for the people who were affected by #earthquake in #kathmandu the pictures are really catastrophic"
'591903011183558657',"nepal #earthquake latest \n\n reports of avalanches in everest\n temples flattened\n unknown numbers killed amp injured"
'591903011615670272',"more than two dozen people reported dead in gorkha #earthquake"
'591903013091954689',"in the wake of the #earthquake in nepal hour control room has been set up by the mea"
'591903016439009281',"today is very bad day for nepal god blessed"
'591903017911353344',"#houston tv dead injured in bangladesh from nepal quake tv report dead #houston"
'591903021732237313',"quake rocks nepal extensive damage reported"
'591903022114017280',"tv dead injured in bangladesh from nepal quake"
'591903023825195008',"breaking at least people killed in magnitude earthquake in nepal"
'591903025519693824',"in the wake of the #earthquake in nepal hour control room has been set up by mea \n+ \n+ \n+"
'591903031437893633',"so this is news wah"
'591903032952029184',"please help to contact to takukot vdc gorkha district nepal no any help arrived there while whole village is destroyed"
'591903045987934209',"of course not"
'591903048860995584',"moron speak"
'591903062102409219',"how is bruce jenner transitioning into woman getting more coverage than dead after an earthquake in nepal our world is so bizarre"
'591903062433890304',"nepal quake god bless nepal #nepalquake"
'591903070432329729',"#nepal #earthquake more than dead many injured"
'591903076417691649',"update nepal has had at least aftershocks magnitude since the initial mag quake #nepalearthquake"
'591903077029924864',"#rosa avalanche sweeps everest in nepal injured quake triggered avalanche sweeps near #negrito controla"
'591903077487226880',"must learn do more children+families asd in natural disasters #science #nepalquake"
'591903081786281984',"ve never felt an earthquake like this in my entire life biggest in yrs bbc #nepal #nepalearthquake"
'591903084898590721',"sad news of the earth quake hope all families in india and nepal remain safe from this calamity my prayers for the families"
'591903086622289920',"breaking more than dead in kathmandu following magnitude earthquake nepal ministry of home affairs says"
'591903090145538048',"nepal #earthquake latest \n\n reports of avalanches in everest\n temples flattened\n unknown numbers killed amp injured"
'591903092725133312',"the historic #dharhara tower in #nepal destroyed by the #earthquake prayers"
'591903095812071424',"pompous officious gaseous parochial me toism of the most annoying type"
'591903096818774016',"pray for nepal please"
'591903104263589889',"pray for #nepal where powerful earthquake has struck may the almighty grant them ease to face this calamity with utmost strength aameen"
'591903105052241921',"#nepal historic #dharahara tower dating back to reportedly collapses in #kathmandu"
'591903115277799424',"earthquake of magnitude in nepal tremors across india may allah help them"
'591903116834033664',"raining rocks on the #nepalchineseborder #earthquake #nepal we are safe"
'591903120038342656',"truly awful sight kathmandu darbar square unesco world heritage site in ruins after today earthquake"
'591903124056514560',"nepal earthquake and bb concert now torn between feeling happy or sad"
'591903124186472448',"latest killed in magnitude #nepal earthquake local police"
'591903125260369920',"may allah look after all here the emergency contact numbers for nepal share help prayers with all in nepal"
'591903127718080512',"kathmandu temples destroyed by earthquake"
'591903128901025792',"#nepalearthquake actionaid in nepal is reporting lot of casualties amp that the country will need help still confusion on the ground"
'591903135787978753',"at least killed in nepal earthquake government says"
'591903199532974080',"modi will donate billion of dollars to nepal but won give even single rupee to needy farmers rip earthquake victims"
'591903204075393024',"major earthquake in nepal causing huge natural disaster death toll increased upto lets all pray"
'591903206113841152',"time to start the help not to make discussion in nepal like kashmir"
'591903208747970560',"update buildings collapse at least four killed after magnitude quake in nepal"
'591903212162011136',"nepal #earthquake latest \n\n reports of avalanches in everest\n temples flattened\n unknown numbers killed amp injured"
'591903221452394496',"please share\n"
'591903221712465920',"just in at least people killed in magnitude earthquake in nepal via"
'591903223461482496',"#prayfornepal natural disasters suck big time appreciate that malaysia is natural disaster haven country"
'591903226187780096',"you know disaster is bad on twitter when it trends above any direction hashtag #nepal"
'591903228268130304',"massive earthquake in nepal indian embassy helplines"
'591903228499009536',"huge quake rocks nepal tremors shake north india toi mobile the times of india mobile site"
'591903234836434944',"just in gt people work to free man trapped by rubble in #kathmandu after earthquake hits #nepal"
'591903235973218304',"praying for the people who were affected by #earthquake in #kathmandu the pictures are really catastrophic"
'591903238439350272',"more than people killed in powerful nepal earthquake say government officials and police"
'591903243078217728',"more than killed in powerful nepal #earthquake say government officials and police"
'591903243745132546',"buildings collapse at least four killed as quake hits nepal india witnesses"
'591903247335444480',"tv dead injured in bangladesh from nepal quake tv report dead injured in bangladesh from eart"
'591903248572780547',"temples crumbling apartment buildings not faring much better in bhaktapur #nepal #nepalquake"
'591903249315139584',"nepal #earthquake latest \n\n reports of avalanches in everest\n temples flattened\n unknown numbers killed amp injured"
'591903257443901440',"some prisoners escaped from central jail #nepal"
'591903261348732928',"#ireland magnitude earthquake rattles nepal more than dead authorities say cnn"
'591903264427282433',"sorry for that my condolence with nepal"
'591903269200343040',"provide them with better facility"
'591903272710975488',"nepal earthquake more than dead many injured"
'591903274476830720',"attention google person finder is up and running now gt pls rt #kathmandu #nepal #earthquake #personfinder"
'591903279241678848',"earthquake in nepal devastating loss of life property seems enormous govt people of bharat will do everything to help our brethren"
'591903282445950976',"joke of the day"
'591903284052398081',"kathmandu darbar square unesco world heritage site in ruins after today earthquake pic"
'591903289354035201',"the #dharahara tower has collapsed with people suspected buried #nepal #kathmandu #earthquake"
'591903303442833408',"my prayers with people of #nepal amp across #india after the massive magnitude #earthquake hope everyone is safe"
'591903308542922752',"earthquake in nepal and india"
'591903310388400129',"quake triggers #everest avalanche climbers at risk #earthquake #quake #nepal"
'591903317149626368',"whats up now?"
'591903318206582784',"#earthquake wisal magnitude earthquake rattles nepal miles capital kathmandu\n#"
'591903321293651968',"#nepal if re looking for missing person or ve information abt someone please locate using #indiawithnepal"
'591903321306177537',"earthquake helpline at the indian embassy in kathmandu"
'591903321977270272',"we ve just launched person finder instance to help track missing persons for the #nepal earthquake"
'591903322090647552',"truly awful sight kathmandu darbar square unesco world heritage site in ruins after today earthquake"
'591903323386580992',"mea opens hr control room for queries regarding tragic #earthquake in #nepal \nnumbers \n+ \n+ \n+"
'591903331263455233',"google has launched person finder instance to help track missing persons for the #nepal #earthquake\n"
'591903332010225665',"at least people were confirmed killed after strong #quake hits #nepal more casualties feared"
'591903332513361920',"#nepalearthquake assistance #phonenumbern #kathmandu"
'591903334308556800',"insensitive behaviour of #lenskart offers discount after the #nepalearthquake saying shake it like off like this earthquake ugghhhh"
'591903337278087170',"pictures from kathmandu show damage of magnitude #earthquake reports of injuries"
'591903347562524672',"earthquake in nepal killed more than people in the epicenter"
'591903349877772288',"we ve just launched person finder instance to help track missing persons for the #nepal earthquake gt"
'591903350834073601',"#followmeplease tv dead injured in bangladesh from nepal quake tv report dead #brinaldyhere"
'591903362980810753',"kathmandu bhaktapur and lalitpur makes kathmandu valley with population more than million"
'591903365489172481',"com guess they didn did mistake \ninnovation bad timing blunder\nthink how to help #nepal instead of"
'591903367405785088',"rahul gandhi vstd kedarnath see god shiva nxt day god shiva pasupathi nath opned his rd eye in nepal next inc will be buried in nmquake"
'591903368840261632',"ask about new model #fuerzanortedechile"
'591903374158630913',"pls help"
'591903375102316545',"earthquake hits nepal"
'591903375760830465',"#scmuc\n #whereiwaswhenzaynquit\n #digitalleben\n #nepal\n #videocamp\n\n cest #trndnl"
'591903376025223169',"ramiz ohh mey ne news me dekha bht deaths howi nepal ne"
'591903376679542784',"unbelievable"
'591903378059329536',"terrible news"
'591903379699277824',"oh my"
'591903384506134529',"#truecrime saturday reads abuse fraud lust murder #hekilledourjanny #untilsomeonegetshurt #bookboost #nepal #aurora"
'591903387953664001',"#zledimmesajgelse\n#nepal\n#seniaslabrakmamderse\nsports tv\n#okulolmasa\nangelina jolie\n#fenerinmacivar\n\nfolow me follow back"
'591903388243271681',"nepal mucize"
'591903389941764096',"terror in nepal as quake rocks capital"
'591903394572476416',"#gabbars wait is killing us #nepal #earthquake #ageofultron #akshaykumar #gabbarisback #gabbarvelfie #gabbar"
'591903397797830656',"who china really cares about #earthquake #kathmandu"
'591903400834437120',"living as proud citizen of great nation #india"
'591903401803296768',"earthquake struck india and nepal do read share this on whattodoin an earthquake #earthquake #india #nepal"
'591903401899884544',"#whitehousecorrespondentsdinner needs to go away image of obama mccain laughing it up after spending $$$$$$$$$$ burns+ #nepalearthquake"
'591903402533134336',"listen to amazing song \n\n\n #whereiwaswhenzaynquit\nnepal"
'591903409856348160',"pretty sure it was nepal and it an ledc so the death toll will be high"
'591904774938759168',"#nepalearthquake hindu bhaiyaa \nemergency numbers"
'591906158492852225',"it been busy week for natural events all over the planete is it over"
'591906241238077440',"why do we let such morons like stay in india? \nor just publicity stunt on twitter? anyways shameful"
'591906664422330368',"can be real"
'591907293014466561',"salute"
'591908124803485699',"added video to playlist disaster in nepal news april"
'591908136908230657',"#nepal #earthquake #massive #damage at #epicentre bbc #news\n"
'591909154614161409',"jesus couldn save himself from roman idiots"
'591910414444863488',"world of ordeals where #brucejenner gets more coverage than #nepalearthquake"
'591910567679369216',"good show india"
'591910796298493952',"very nicely put"
'591910810093359104',"important news"
'591910854758502401',"horrible news"
'591910863960834048',"come to islam and ask for forgiveness before it is too late #nepalearthquake #india let say no to idols heretic beliefs"
'591910870361354241',"like"
'591910898102501377',"#nepal\n#whereiwaswhenzaynquit\n#cntowerclimb\n#joker\n#greysanatomy\nomar khadr\ngame \nlowry\nkevin lowe\npeter chiarelli"
'591910973562195968',"that is how it is done"
'591911076700106752',"don think escaped thanx #nepalquake unlike you we care for human life but will back ensure go jail\n"
'591911183545868289',"shocking what horrible disaster"
'591911554712502273',"plz rt"
'591911783855718400',"what happening"
'591911803459768321',"thank you much appreciated"
'591911954056224768',"is making india great amp also as the most admired countries in the world #indiawithnepal #yug"
'591912082062249985',"omfg it so sad"
'591912387030163456',"tt italia #aprile\n #whereiwaswhenzaynquit\n #liamyoumakeushappy\n #isjeliebersyear\n #nepal\n joker\n bruce jenner"
'591912425546387456',"tt ireland #whereiwaswhenzaynquit\n bruce jenner\n #af\n #thanksap\n #ifispotlight\n nepal\n #marian\n david cameron\n joker"
'591912747132166144',"#catchgg\nvietnamese\n#ikon\n#saigon\n#aseanpeople\n#lisbon\nkathmandu\nkyle walker\neverest\nkris humphries #ackermann #movie"
'591912988099158016',"damn it"
'591913091278897152',"that quick move from indian side"
'591913138171170816',"it so scary"
'591913370573344768',"what??"
'591913642896961536',"proactive response by india leveraging soft power keeping china at bay #nepalearthquake"
'591913655886831617',"so much destructive"
'591913658415845376',"good"
'591913712509919232',"shame"
'591913875785719808',"video nepal earthquake felt in via"
'591913930521350145',"has any #presstitutes media said that hindu farmer died we can imagine if gajendra was muslim\n\n#ashucries #nepalquakerelief #nepalquake"
'591914179340042240',"its very bad\n"
'591914610845822976',"notice the ones under the rubble are shoe less massive risk to the urban poor in kathmandu"
'591914732380033024',"almighty man is the most quarrel some please come to islam before it is too late #nepalearthquake #india"
'591914735018217472',"so much going on about bruce jenner trans topic\n talks about the nepal earthquake \nbravaaa world bravaa"
'591914839200690178',"where is nepalindia?"
'591914925183803392',"#world #lamjung epicentre of nepal earthquake"
'591914992103923712',"need to cancel my booking to kathmandu can you please help me out?"
'591915082717732864',"tragic"
'591915192503685121',"blog #lenskart took no time to apparently celebrate #nepalearthquake by sark"
'591915242596118528',"nepal quake"
'591915261604724738',"abp live english news todays latest breaking news in english online english news"
'591915268873396224',"literally worst days of my life lost all my stuff money missing and my trip to nepal in september is cancelled"
'591915292118290432',"firsthand accounts of nepal earthquake as devastating earthquake"
'591915340784861184',"major quake hits nepal"
'591915357977227265',"really #lenskart peoples dying and #lenskart is celebrating #shameonlenskart #earhquake #nepalearthquake"
'591915378982428675',"news channel people let the expert panelists on geology speak not the anchor just bluffying anything\n#earthquake #nepal #india"
'591915391883948032',"hindu mag #quake hits south central #tibet amp #nepal #news #truetibet"
'591915667361783809',"massive earth quake from nepal to guhaty assam"
'591915722718064640',"whoa"
'591915776753475584',"what everyone been dreading"
'591915800648290304',"dayum"
'591915839806373888',"nearly am #nepal"
'591915844092952576',"#nepalearthquake this has not only shaken earth but has shaken us also"
'591915861688119296',"#soulvultures deleting tweet \nafraid lol \n#nepalearthquake is chance thm to convert poor needy ppl \n#sad"
'591915985189392384',"let say prayer for all those in india who have been affected by this awful disaster united we stand divided we fall #prayfornepal"
'591916079007432704',"you got it covered kathmandu neighborhoods will not allow for looting unless it someone internal highly unlikely"
'591916090713722881',"#prayfornepal\nearthquake hits nepal after yearskilling at least people and probably \nmore allah protect them"
'591916144216248320',"won hindus remember shiva or hanuman in this crisis? so what wrong if christians remember jesus? #nepalearthquake"
'591916206224846848',"we can control people but we can do anything vs nature #nepalearthquake shocked"
'591916211459395584',"my deepest condolences to all people of #nepal who had lost their loved ones may god give them the strength to overcome this hard time"
'591916927146033152',"god bless those people in nepal all people died of earth quake and days ago volcano erupted and shoot ash miles in sky"
'591917029398949888',"very concerned about our sri lankans in #nepal hope our government is looking into their welfare #earthquake #lka"
'591917381326401536',"their biggest help would be their inactivity"
'591917623215947776',"every christian has #vultureevangelist within \n\n\nevery human tragedy is an opportunity for more conversion"
'591917711346651136',"and stick your hand into everyone wallet? #vulture"
'591917976040951808',"#nepal that some entry"
'591918232497324032',"#vultureevangelists ejaculating \nderiving sadistic pleasure from devastating #nepalearhquake \nconversion opportunity"
'591918240835760128',"yeah imbibed the horror of that story with my morning cup of joe appalled and saddened #nepalearthquake"
'591918280757145601',"#nepalquake nrly ppl estmtd ded by earthqueke my dpest cndlnces thoz ho lst loved we stnd wt drng dic dffclt mmnts #nepal"
'591918310280724480',"trends am ist #nepalearthquake\n #vijayawards\n #ruinaromanticmomentinwords\n #cskvkxip\n #soulvu"
'591918318874861568',"already people died in nepal coz of earthquake? sad to hear rip all"
'591918436197904384',"surely we should be sending squadron of ghurka engineers to help #nepalearthquake #nepalquake"
'591918661025341440',"when heard the news out of #nepal immediately remembered this npr article"
'591918661360873473',"house for sale at pepsi planning #nepal #realestate #basobaas"
'591918661780303874',"so much hatred \nchristians are vultures?\njesus teaches hypocrisy indeed \n\n#vultureevangelists== gt"
'591918755069865984',"nothing to say we can just pray #prayfornepal #eq #mounteverest"
'591919196763656193',"shocking but wait not really so too much of same kind of reckless journalism frm same source"
'591919201452838912',"totally heartbreaking abt the latest earthquake in nepal most holiest country that pops out in my mind first"
'591919245266710529',"my prayers go out to the victims of the nepal earthquake"
'591919338841579521',"dear yr this ol tweet reinforces what said about modiji #nepalearthquake"
'591919397456982017',"painful to see pics amp hear news of distruction amp loss of life may god bless the famalies of people suffering loss in this tragic time#nepal"
'591919527048380416',"expectant about this weekend cd release #risennations pt baptisms prayer for nepal"
'591919564184649728',"using #predictiveanalytics to prepare amp respond to calamities\n= gt \n= gt \n#bigdata #nepalearthquake"
'591919636175671296',"holy crap mental"
'591919649421271041',"nepal is peopled by hairy oxen and mountains also think they have new name for themselves now"
'591919683256721408',"so sad"
'591919713640325121',"so sad"
'591919727322255360',"get your argument straight \n\nfraud based conversion is bad same thing happened last year\n\n\n bhatt"
'591919818149888000',"on the heels of wed event our hearts go out the people of #nepalearthquake want help? chk canada"
'591919842552389633',"really guys grow up #evangelicals #obama in time like this guys preaching say things abt islam"
'591919896214265857',"please use #soulvultures #soulmaggots to trend"
'591919918209196033',"kudos to indian government ndrf team state governments on their efforts to aid nepal in this time of crisis"
'591919963847307264',"by norton identity safe"
'591920197390376960',"wonder if any seismologists had predictions about this one? know they re hard to predict but nepal is very prone to them #nepalearthquake"
'591920261357645824',"visited kathmandu langtang himalayan ranges recruited amp worked with some marvelous people from nepal my wishes are with each amp everyone"
'591920306639343616',"look at this moron"
'591920325346074624',"surely the best course of action is to send squadron of ghurka engineers to help #nepalquake #nepalearthquake"
'591921698397642752',"god bless the people of nepal"
'591960801063346176',"great"
'591960945007538176',"china needs to join india un"
'591960979908362240',"absofuckinglutely"
'591961218719481857',"have faith help hit ppl #nepalearthquake"
'591961661570945024',"also wish countries in oecd support nepal to strengthen infrastructure and plan the towns in it better"
'591961674137137152',"acceleration"
'591961803950686208',"powerful"
'591961996054126593',"really"
'591962023535095809',"every body tweets their own perumai others nobody thinks about nepal disaster"
'591962060340199425',"amazing"
'591962510221127681',"what is the definition of the global currency reset #goldoutofhiding #nepal #greysanatomy #suicidesquad"
'591962797698854912',"true talk"
'591963347995734017',"anthony jadav now don bad mouth abt pm rss"
'591963585561153537',"great step sir all our coworkers from nepal are worried about their families it will help them alot"
'591963754868387840',"check out hallmark coffee mug ceramic cat and mouse vintage ceramic #ce #resistcapitalisim #nepal"
'591963796022894592',"who heard about nepal and everest"
'591963874091507712',"mariam agree praying for the best for everyone in nepal good btw but my life revolves around work unfortunately"
'591964029809221632',"let consider nepal as india if it is troubling anyone"
'591964069197914114',"christians or vultures ?\nanother #vultureevangelists == gt \nrejoicing human tragedy learned from jesus teaching"
'591968010987962368',"places you must visit in #nepal my blogpost #nln dont know what has happened to these after today #mourning"
'591974340117143553',"from constr site #nepal #expo though for #quake victims"
'591982981708906496',"what is the definition of the global currency reset #goldoutofhiding #nepal #satchat #saturdaykitchen"
'591986570716127232',"so go to to get updates on the nepal disaster and what did get? regurgitated exclusive on bruce jenner great"
'591986833191407617',"may their soul rest in peace who died in nepal tragedy"
'591987837592997888',"dear nepal our beloved brother don feel alone we can feel ur pain we with don lose hope we will overcome from this #nepalearthquake"
'591991115596857345',"silurians are spring cleaning"
'591991131874918400',"may god #pashupatinath amp goddess #manokamana bless amp save the people #nepalquake #earthquake"
'591991610285494272',"our hearts go out to our friends in nepal"
'591991626291027969',"nice job plagiarizing"
'591991826418008065',"it is right for uk to send humanitarian experts to nepal but when they can be spared please can they teach the tories thing or two?"
'591992376144592896',"being foreign entity has nothing to do with emotions of info nepal tragedy dirty business like com"
'591992484298756096',"hope not send money as that all this country ever does it needed in our own country"
'591992718412226561',"everest on #theneeds check it out"
'591992889313460224',"beats dying on boat of heroin overdose an escort however being google exec is clearly dangerous"
'591992985723772928',"its really difficult for me to believe it was th when was at durbar square"
'591993375299010560',"justin roma\n #angrywords\n #ulisse\n #brigataebraica\n #nepalearthquake\n\n cest #trndnl"
'591993435562749952',"your new ok if mouth kept shut #presstitutes #ndfaketv"
'591993923582627840',"they probably sent the same one today after nepal always follow the money"
'591993989085024256',"prayers for nepal"
'591994272196464640',"long as you are living in peace you think that everything is okay that is the attitude people have developed \n\nlibya is now #nepal"
'591994276688568320',"someone on facebook just made joke about the nepal earthquake dude have some respect over people died you dick"
'591994286289199104',"some more"
'591994400969916417',"where harry all the love tweet about nepal tho"
'591994740574269440',"hillary clinton cancelled campaigns to go help nepal olivia pope is behind this strategy"
'591995218293043203',"vultures vultures everywhere"
'591995294767816706',"it is right for uk to send humanitarian experts to nepal but when they can be spared please can they teach the tories thing or two?"
'591995701963390976',"cows goats and pigeons peacefully grazing and chilling out together in #dubarsquare #kathmandu"
'591996245062733824',"tt new zealand nepal\n #mtsmartforever\n iraq\n #anzac\n #cruvblu\n #whereiwaswhenzaynquit\n bruce jenner\n #nrlwarriorstitans"
'591997239033106432',"disgusting #isis of west #vatican #soulvultures are eyeing #harvestsoul in #nepalearthquake \nno wonders why #putin hates these low scums"
'591997306930483200',"dozen people died in france the only thing saw on tv was je suis charlie over people dead in nepal and all you get is highlights"
'591998216524197890',"my thoughts go out to nepal shudder at the aftershocks they must be having and will have for weeks flashing back to only"
'591998492685500416',"can everyone please retweet this its friend from schools little sister \nfears for perth girl missing in nepal"
'591998562600366080',"in the end it the universe fate and mother nature that really decide #nepalquake"
'591998586776322048',"follow plz \n#nepal\n#"
'591998767131275265',"let #pray for #nepalearthquake relief efforts"
'591999017778720768',"link seth rogan tweeted for nepal may say page not found read below there link that takes you there think it security measure?"
'591999314844454912',"proud indeed but sadness enclosing too can empathise totally god amp people help #nepalearthquake"
'592067753164451840',"the tremours across india amp nepal yday was natures missed call is it due to more test firing under ground for missile test?"
'592068172406198272',"unbelievable man"
'592068246779645952',"my daughter is heading to kathmandu nepal and cambodia please help get her threre via"
'592068302588940289',"we all offer prayers for nepal"
'592068328476127233',"nepal earthquake hundreds die many feared trapped bbc news"
'592068333379260416',"wow"
'592068673197727744',"phinneyhub yikes seattle peeps think lake washington seiche via amazon"
'592068720475811841',"#talkingnerea\n #fashionwatch\n #nepalearthquake\n #thesourcehbr\n bruce jenner\n\n eat #trndnl"
'592068739325034497',"shame on at least no politics today go to nepal and be useful"
'592068774502760449',"or nepal however spell it"
'592068787668647937',"whoa #brucejennerabc #nepalearthquake #earthquake #ruinaromanticmomentinwords #bgt #whereiwaswhenzaynquit"
'592068844799139843',"waiting was never that difficult at the airport in doha hope my flight to kathmandu is not cancelled"
'592069023279415296',"earthquakes look so scary #nepal"
'592069129340780544',"this scares me so much nobody should have to go through anything like this ever"
'592069177982193667',"so pretty cool announcement for me in the next few years have the opportunity to go to nepal and work at ned clinic for year"
'592069182713278465',"derek shepherd dies \n\n#ruinaromanticmomentinwords\n#nepal\n#resistcapitalism"
'592069576462045184',"even airtel has made calls to nepal free for days when in need didnt help people shame on thro away vodafone sure"
'592069606149267456',"love and light peace and blessings fellow humans beings"
'592069609487925248',"whitaker asks us for moment of silence for the victims of nepal during the delivering democracy lecture"
'592069614768627712',"how to #loseweight fast amp easy way\n\n\n#thevoice\n#amici\nnepal\n#lncalleiglesias\nanahi"
'592069765704896513',"#insects #evolution #nepal let keep on sharing tweeted already"
'592069890804031488',"however whenever an attempt is made to convey the message of love unity and divinity to muslims they have very thick #nepal"
'592069911943499777',"priorities matter"
'592070008546680834',"f*****kin idiots shame on these opportunists"
'592070124871385088',"so impressive administration offers billion to iran and million to nepal maybe bill clinton will step in"
'592070284951195648',"the hour last day will not be established until earthquakes will be very frequent bukhari \n#nepal #nepalearthquake #nepalquake"
'592070298893094915',"what happened in nepal"
'592070589004681217',"still moaning about your present condition? well some people are trapped in rubbles in nepal almighty be with them ameen"
'592070592456601601',"#repost rieanavy with repostapp god has plan for everyone #nepal #mycountry #besafe"
'592070647284531200',"hillary convicts stabbed in clinton in nepal quake"
'592070717165981696',"irony is convert wants conversion during #nepalearthquake here is reply \n\n#trustrss"
'592071027846447104',"look at this asshole #nepalearthquake #nepal"
'592071454251880449',"nepal earthquake"
'592071513924304896',"#nepalearthquake rather puts my little concerns in perspective praying for survivors"
'592071556622233600',"country internet fascinates me waiting for the while still watching #baltimore protest on #cnn and checking on #nepalearthquake #p"
