label,tweet_id
other_useful_information,'382823479763927040'
other_useful_information,'382823484914544640'
injured_or_dead_people,'382823501549543424'
injured_or_dead_people,'382823506645250048'
caution_and_advice,'382823526622711808'
other_useful_information,'382823553936404480'
donation_needs_or_offers_or_volunteering_services,'382823564032086017'
donation_needs_or_offers_or_volunteering_services,'382823598962257920'
caution_and_advice,'382823600816156672'
donation_needs_or_offers_or_volunteering_services,'382823613922947072'
other_useful_information,'382823639084564480'
injured_or_dead_people,'382823709754810368'
donation_needs_or_offers_or_volunteering_services,'382823723872833536'
other_useful_information,'382823728662327296'
injured_or_dead_people,'382823754432143361'
other_useful_information,'382823759033270272'
donation_needs_or_offers_or_volunteering_services,'382823780910788608'
other_useful_information,'382823788565372928'
injured_or_dead_people,'382823795461197824'
not_related_or_irrelevant,'382823822929301504'
other_useful_information,'382823828373508097'
other_useful_information,'382823841241640961'
injured_or_dead_people,'382823842164797440'
other_useful_information,'382823867040808961'
donation_needs_or_offers_or_volunteering_services,'382823885743611904'
not_related_or_irrelevant,'382823898813059072'
not_related_or_irrelevant,'382823900356550657'
other_useful_information,'382823900662341632'
injured_or_dead_people,'382823906735702018'
sympathy_and_emotional_support,'382823928952938496'
donation_needs_or_offers_or_volunteering_services,'382823943276462080'
injured_or_dead_people,'382823945667215360'
