'592808154213294081',"that is like good gentleman appreciate your tweet sir",1
'592638754034159616',"not trying funny or sarcastic mean it don let the #clintonfoundation near the #nepalquake #clintoncash",1
'592165847197618176',"have no idea if any of my followers can help except by rting",1
'592865125834579969',"god speed all those affected in napal and the areas surrounding this devastating natural disaster #napalearthquake",1
'592752211718967296',"prayers for #nepalearthquake",1
'592782170621648896',"here you go",1
'592788628948017153',"sending prayers out to nepal and baltimore",1
'592168270511222784',"shame on you ken is it so upsetting to you that #israel is doing good?\ni #nepal\nor is only bad news about israel fit for you?",1
'592826537734443008',"you can predict earthquakes the science isn there relying on early warning systems makes things worse james jackson #nepal #rtoday",1
'592320608278544384',"there are people dying in nepal right now what the hell is wrong with you guys",1
'592805291412062209',"our government just pledged million to nepal let hope it isn filtered through the #clintonfoundation first",1
'592072808861052928',"these people are beyond shame",1
'592794720830623746',"he knows about his audience and followers very well",1
'592891247888596993',"#burundi #xenophobia #baltimoreriots \n#isis #alshabaab #nepalquake name it all to the innocent lives\ngod have mercy",1
'592200738975129600',"science #nepalearthquake",1
'592601307640365057',"dear modi may be nepal is part of rss virat bharat agenda but bihar is much integral part of bharat do not punish them for voting",1
'592618320135786496',"iswar nepal ke sabhi logo ki racha kare may god bless all the nepolian people",1
'592813666308902912',"meanwhile in baltimore people are looting businesses because they think it will help achieve justice",1
'592862774788792321',"why nobody objecting it? rg did not say anything on nepal may writer is not eligible wht did yuva congress do for nepal",1
'592893832947195904',"these the bastards of nepal",1
'591991626291027969',"nice job plagiarizing",1
'592737928813633536',"dear am topping up my monthly donation by commissioningavailable artwork by bears",1
'592631763698065408',"you can follow bbc #nepalearthquake live blog here",1
'592608592953364480',"feeling blessed pesos lang nawala sakin but im still alive and barely breathing thank you god always #nepalearthquake",1
'592673274364035073',"dont rush to nepal to help read this first claire bennett",1
'591902753695268864',"nepal earthquake magnitude tremor hits kathmandu everest",1
'592694637044838402',"stay strong #kathmandu",1
'592653140513705984',"top nepal influencers one should follow",1
'592672788789501952',"indian version of al bagdadi spotted",1
'592950558329180160',"if this is not presstitution then what it is? #shame",1
'592164734952087552',"mt #nepalquake says nepal govt has requested intl assistance for critical humanitarian needs #hmrd via",1
'592833027463651330',"poor those guys",1
'592164889247895552',"stars express support for nepal following earthquake #berita kpop #kpop",1
'592619315536400384',"#nepalearthquake shameless people making jokes on this tragedy and shameless people sharing them #indiawithnepal #india",1
'592669374873493505',"this is not good news again",1
'592695042017521664',"thank god",1
'592753874215292930',"peace to nepal peace to baltimore be safe all",1
'592898576373706752',"what it like to be in the middle of the #nepalearthquake",1
'592789694280278016',"via we can help@# nepal #donatusmedicamentos",1
'592906241048977409',"israel sends humanitarian aid to nepaland gets slammed by anti israel left via",1
'592591285170626561',"the death toll for the #nepalquake keeps on rising over people have now been killed this is tragic",1
'592942682281938944',"#brucejenner upstaged by #nepalearthquake upstaged by #baltimoreriots what crazy week",1
'592871991532728322',"#nepal this cant be happening",1
'592819310546067456',"bless nepal",1
'592692773972779010',"football saved us says relieved indian team coach #earthquake #nepal #underindianfootballteam",1
'592822688390979585',"take away nepal next future we with #operationmaitri",1
'592665133442293760',"indo nepal relations strengthen ups\nmr modi has given requisite how if efficient indian cabinet can work",1
'592735865052463104',"oh god what wrong with you pls save your children of nepal",1
'592609862019780608',"manoj tiwary #prayforall and #hope we can overcome this hour of distress #together #nepal #earthquake",1
'592592715465916416',"then why this just minutes before sir \n\n",1
'592897673449099265',"stay strong nepal so close yet so far via",1
'592720645810716673',"god has spoken",1
'592664384108888065',"#thankuarmy india is proud of hats off\nit shame modi is stealing credit from real heroes",1
'591992484298756096',"hope not send money as that all this country ever does it needed in our own country",1
'592816904378699776',"can see your halo",1
'592898437244411905',"we at #bbcdiratv wish to interview you via skype on your survival from #nepalearthquake",1
'591913712509919232',"shame",1
'592086861402640385',"bbc #news nepal quake relief drive intensifies rescue efforts in nepal intensify after more than peop",1
'592621795997548544',"prayers for the people in #nepal",1
'592202911402184704',"he just texted saying he is fine #annapurna #annapurnacircuit #nepalquake",1
'592594703637303296',"goodness you are an angel love you so much",1
'592276654937903105',"seems great bond between modi and earthquakes \nguj quake raised him nationally\nnepal quake may promote him internatonally",1
'592790172409995265',"terrible that the #nepalearthquake is being overshadowed by the #baltimoreriots",1
'592634929218985984',"prayers for #nepal from aid",1
'592749926242738177',"god bless nepal",1
'592636618818736128',"many many thanks to pm modi for helping the people who are facing disaster in nepal and india as well good job sir and keep it up thank you",1
'592591563198431232',"pray for nepal",1
'592947348730486784',"you all should be ashamed of yourselves sensationalism at it worst what about #nepalearthquake #baltimoreriots",1
'592622773756788736',"oh so it going to be this kind of week",1
'592594742275284992',"this week we re collecting for nepal the quay will match for every you donate in our green bucket this week",1
'592623463287906304',"yes we have to thank our dear pm modi ji but let us say big thank to our indian army dis tremendous work at nepal #thankyoupm",1
'592589944012419072',"channels won cover scores of rss volunteers helping in rebuilding nepal but will make cover story on modi suit \n#presstitudes",1
'591902892921065472',"this breaks my heart \n#earthquake #nepal",1
'592828377142296579',"#nepalearthquake\nallah is my lord and your lord \nso worship him",1
'592774577027158018',"bless the people in nepal",1
'592701487161151488',"two days of earthquakes have set nepals economy back by more than decade via",1
'592889375945527296',"sobering but challenging #nepal",1
'592626516007071745',"we need your help people all over the world request all of you to help nepal as much as you can your help can save life",1
'592936869576450048',"first the #baltimore and the #nepalearthquake ?\nduh fck is wrong here?",1
'592594752274444288',"like blog nepal earthqhquake via",1
'592940607980621824',"thank god*",1
'592912564318679040',"lots to think about today #baltimore #balochistan #nepalearthquake #blacklivesmatter #sabeenmahmud",1
'592644145283371008',"woke up to the sunday morning news looking like sci fi all that ash and\nthen india continent slipping under nepal suddenly google it",1
'592806050593640448',"stay strong #nepalearthquake",1
'592592216410849280',"and this is how we are spending the day #nepalquake",1
'592648192065478656',"#upacong #vinash kale #viprit buddhi #curssed by #remember fire at #ramleelagroundpandal",1
'592826936600227840',"everybody wanna save someone in #nepal or talk about #brucejenner when thefact of the matter is they keep overlooking the real problems",1
'592894189555298304',"there was an earthquake in nepal that killed over people yet the only thing see on the news is how bruce jenner doesn want his nuts",1
'592637135888384000',"#nepal god speed and stay safe",1
'592743903658450946',"actually my heart hearts #blacklivesmatter #translivesmatter #nepalearthquake",1
'592668529318621187',"posted photos on facebook in the album prayfornepal",1
'592743087971119104',"so much more helpful than prayer",1
'592747644251934721',"perseverance and grace as nepal is turned upside down",1
'592590407189434368',"few indians in nepal want luxury treatment at airport even in this tragic situation priority to help those who are injured",1
'592614342945853440',"want to go to nepal now",1
'592833374693261313',"death toll passes amid nepal earthquake reports are circulating that entire villages have been #skibabs",1
'592931670875078657',"hope this isn really happening",1
'592804693778309120',"please keep the people of baltimore in your prayers for the senseless rioting amp violence to cease there also keep nepal in your prayers",1
'592812213594923010',"our deepest and sincerest condolences go the the people of nepal",1
'592804090352119809',"reading about nepal earthquake disaster one thing rolls back in my mind that hamful marketing activity by #lenskart #depressed",1
'592900108099911680',"my god its very very big tragedy god bless them all",1
'592592656670150656',"parliament live in this difficult time india stands with nepal says home minister rajnath",1
'592943052005777408',"opinion nepals wellbeing is in indias interest stop harping on how much we re helping",1
'592796590450089984',"#vultureevangelists\nour msm amp liberals wer defending this #soulvultures sayin they do selfless service #nepalearthquake",1
'592594279341563904',"god bless wellwishers to give more to relatives friends and people of #nepal",1
'592613183753359361',"doon school old boys raising money for #nepalearthquake please log on and help if you can medicine clothes needed",1
'592770006309548033',"damn best of luck to nepal that sucks",1
'592690453675401216',"images that we see might be the best cases worst still to come from villages right at epicenter relief ll be tough as well #nepalquake",1
'592638185156382720',"oh my god",1
'592923775517208577',"what are the chinks doing rescuing people in nepal? thought the chinese didn care the heartless wing wang wongs",1
'592606644451717120',"#rt stay inform to assist search effort google voice viber reduce call costs to nepal in th #rt stay inform",1
'592931637878358017',"god bless nepal",1
'592588974444544001',"new blog post they are my people nepali pastor speaks about earthquake #missions #prayfornepal #eathquake",1
'591902976207233024',"gcse #geography hope you are reading all about the #earthquake in nepal #restlessearth",1
'592879197095370752',"\nin the midst of this tragedy we know that love nepal\nlord show your love amp compassion this mourning nation",1
'592672657268678657',"#breaking news \ndeath toll in #nepalearthquake tops \nvia",1
'592904641710555136',"stay strong nepal \nstay strong baltimore",1
'592619033150824448',"novice buddhist monks in bodhgaya #india light candles amp offer prayers for victims of #nepal #earthquake",1
'592738995374845952',"unhinged lefty grade actors unsure how they will tie nepal and baltimore in with bashing tony abbott for their next video \n#auspol\n#bali",1
'592767377428865025',"facebook got me bent as fuck can even afford to donate to my own wallet let alone nepal",1
'592745234620088322',"just donated",1
'592911848736989184',"press conference on #nepalearthquake to start in short while at pib hq new delhi catch live updates here",1
'592818528761307136',"please god save all of us from these natural calamities and especially nepal",1
'592778825546735616',"people of #nepalearthquake suffer because nature destroyed their homes people of #baltimoreriots suffer because of criminals amp weak leaders",1
'592804311735869440',"between #bali #baltimore amp #nepal it shitty week stay kind amp positive everyone",1
'592806162187292674',"now this is real tragedy not this riot bull shit",1
'592635108215001090',"let #prayfornepal bro via",1
'592623033694617602',"death toll in nepal from the earthquake that struck two days ago has risen to over figures are likely to pass the mark",1
'592939871817244672',"this one made my morning",1
'592735586496204800',"nepal other disaster its politics washington post blog",1
'592621138305388544',"power back not moment too soon sundown in about an hour #nepalearthquake",1
'592651929739730944',"how political instability affected nepal disaster preparedness deutsche welle",1
'592800481887559681',"matt and harry tweeted about nepal and helping how kind hearted are my huns",1
'592594641884557313',"prayers for #nepalearthquake",1
'592589669214261248',"what has happened to nepal is truly heartbreaking please donate any amount you can at",1
'591903032952029184',"please help to contact to takukot vdc gorkha district nepal no any help arrived there while whole village is destroyed",1
'592817555800207360',"listen fb would love to support nepal but barely have money to support myself",1
'592684753813446656',"heading back to delhi hugely disappointing but there are tends of planes trying to get to kathmandu",1
'592745334348079104',"early headlines latest from nepal video taken as avalanche hit china amp young spurn governme",1
'592837029299380224',"prayers out to nepal",1
'592592559467200512',"heartbreaking news #nepalearthquake",1
'592588917058207744',"rip #nepal#earthquake victims amp amp",1
'592644397273067520',"quake aid need acute in nepal capital more so in villages near epicenter death toll tops",1
'592198287345590272',"don tell porkies chinese stranded in quake hit nepal chinese airlines have evacuate #rochdale #oldham",1
'592756335684546560',"need to go to nepal",1
'592720694632443904',"we can help everyone but\neveryone can help someone lt love you #nepalearthquake #getwellsoon",1
'592606776387735552',"please if you have any information contact",1
'591974340117143553',"from constr site #nepal #expo though for #quake victims",1
'592688262088622082',"this is indian army #nepalearthquake",1
'592667935677751299',"life is so unpredictable #nepalearthquake",1
'592950687786491904',"awww thank god",1
'592588980820017152',"thx lots those sharing for #nepalearthquake soon auctioning il divo items unique st prize #helpamtm? stay tuned #sebfansforcharity #sifc",1
'592639304804872192',"quick let start useless #socialmedia awareness campaign that helps nobody #nepalearthquake #maddawgbernie",1
'592624521158336512',"this tweet displays the antagonism that has for rt if you agree #thankyoupm",1
'592779968481988608',"prayers to everyone in nepal",1
'592759504518930432',"stop",1
'592162034663362560',"we send our heartfelt condolences to sophia bush amp anyone who lost loved ones in nepal via",1
'592881885195427840',"link of the day most popular link among people follow is by",1
'592738408231006208',"care about nepal right now because care about my friends",1
'592743395476504576',"help #nepal #earthquake survivors #connect via",1
'592868631190630401',"all the karmic idiots that are saying that nepal deserved the earthquakes because they sacrifice animals",1
'592820209725091843',"nepal stay strong",1
'592588967502942209',"hugh sheridan flies to nepal to find his little brother",1
'592896378692608001',"sorrymaydelordaddanotheronetou puplils iz not easy???#nepal",1
'592893173308993537',"stay strong #nepalearthquake",1
'592631120820379649',"thak god we are alive hours of non stop terror and haunting trauma no help from government at all #nepalearthquake #nepalquake",1
'592589490641743872',"wish it was month earning and not salary",1
'592640351258746880',"my prayer over the #nepalearthquake gt isaiah",1
'592756552794243072',"share the love for #nepal",1
'592800174189256704',"converge #nepal is still go #prayerfornepal",1
'592945405450674176',"family prepare to spend their fourth night in makeshift tent in kathmandu on tuesday following",1
'592668982232113152',"past three days were intense stay safe everyone #nepalearthquake",1
'592846242113290240',"what the term for that? not profiteering? disaster humanity negligence? #disgraceful",1
'592686620761022466',"phenomenal salute this man what wonderful deed",1
'592591106824654850',"please tired of rolling my eyes at #eac tweeting about #nepal without mentioning #burundi #burundielections",1
'592590056306520064',"another one",1
'592858861343735808',"last set of photos were from bhaktapur area so many houses gone here",1
'592603188441800705',"google reduced cost of calls to nepal to min from min to help loved ones connect",1
'592590172866285568',"how come natural calamities be based on god you call #christianity bcoz they did not believe in jesus grow up #nepalearthquake",1
'592704586974126080',"death toll in nepal rises to",1
'592753508765593600',"that your main concern? what is wrong with you?",1
'592589035731693569',"made contact with friend in #nepal communication is difficult help is arriving amp outside support greatly appreciated",1
'592658360387907586',"thanks to all the partners activating their networks to respond to #nepalearthquake with us #together we are stronger",1
'592804455537614849',"proud of indian government proud of indian armed forces #thankyoupm #saluteindianforces",1
'592680260275216386',"stop mosses this for some time because of nepal disaster am big fan of amithabh",1
'592683779245867008',"#disasterrecovery #londonfire #canine rescue team travel in safety serve well return safely to your families",1
'592589849447763970',"lets ask help and accept help as well to rebuild home and lives #nepalquake #day",1
'592628864586645504',"#nepalearthquake #prayers for #nepal prayers for those #injured and #bereaved",1
'592897061642711041',"don forget about #nepal",1
'592200632435544064',"we are hand in hand with nepal in such difficult time #prayfornepal #nepalearthquake",1
'592671036434440194',"everest base camp hit by avalanche #nepalquake",1
'592670479305056258',"#rss goes or not hope #geelani #yasin and #arnab are going to nepal #lol",1
'592679663744462851',"rt scroll down on my facebook wall prophecied the nepal earthquake long ago \n\nand what did avoided",1
'592160461379899392',"wah wah salute to sgpc for this noble gesture anna dhaatha sukhi bhave",1
'592593535720886272',"every relationship is an equation #indiawithnamo have strengthened their position in many such relationshps by #indiawithnepal #thankyoupm",1
'592906123625259008',"receiving solicitations regarding #nepal? this article about giving while not getting taken is still relevant",1
'592589412451614720',"ian bff risk her life in nepal than attending his wedding what?",1
'592752042902429697',"our beloved ally amp gods chosen people rescue babies for homosexuals while leaving surrogate moms behind in the ruble",1
'592779509507747840',"god bless nepal",1
'592708546980126720',"take all the necessary precautions please stay safe everyone bless",1
'592785018809917441',"what happened to nepal?",1
'592160133582553088',"nepal tragedy also affects us personally most of us know at least one nepalese family let help them even as govt helps nepal",1
'592765778077843457',"#baltimoreriots while #nepalearthquake puts it all in perspective",1
'592780157938757634',"prayers to #nepal",1
'592748494366109696',"million from to nepal and billion nuclear bomb signing bonus to iran",1
'592627913767411712',"time wash my face time bath with cold water but my heart didn gave me permision to praper fro my exam #quakefear #nepalquake",1
'592743391290662913',"hoping all are well at our sister school darrick wood nepal after today earthquake hoping amp praying all ok",1
'592161233224228864',"please reach out to your fans to support for #nepalearthquake",1
'592085570052042752',"we are one",1
'592708553158307841',"god provide for those in nepal and enable the church to bring spiritual life in the midst of so much death may jesus be seen in the ruble",1
'592612285845114880',"ok thank you",1
'592591496441901056',"good news",1
'592778575109103617',"wish unfathomable numbers of dorje shugden mandala beings enter nepal sacred environment for healing and protection",1
'592888661433294848',"so much negativity surrounding #nepal right now this is what happens when indian news channel start documenting you",1
'592850540092096512',"nepal baltimore people drowning terrorism poverty oppression",1
'592589013803872257',"true that",1
'592160599779348481',"bad year for #trekkers in #nepal continues #msnbc #foxnews #npr #wapo #lonelyplanet #lp #npr #wapo #travelchannel",1
'592871555404865540',"listening to tragic loss suffered by nepali know made me donate #nepalearthquake",1
'592896748235923456',"god help nepal",1
'592593658437701632',"you re so fucking kind sorry had to say that",1
'591903105052241921',"#nepal historic #dharahara tower dating back to reportedly collapses in #kathmandu",1
'592361982117818368',"help nepal how ever you can \n\n#nepalearthquake #nepalquake #prayfornepal",1
'592869875317616640',"plz see if this dose not happen",1
'592591180447100928',"#nepalearthquake over the last month have been reminded in such real way how fleeting this life is how fragile",1
'592740566368157696',"entertainment sector can help in mobilizing people support from countries where all? #nepalearthquake #nepal #nepalhelp #nepali",1
'592668266755162112',"london get yourself down to the slaughtered lamb for this",1
'592686280674287617',"shocking moment avalanche ripping through everest camp captured by climbers video",1
'592756695992008704',"aaaand the whole world forgets about nepal as expected goldfish memory goldfish memory",1
'592623821439508480',"man this is real bad scenario",1
'592788881520615425',"things like baltimore boko haram isis nepal poverty in many places and many more issues are the reason give thanks every single night",1
'592635783208509441',"god bless nepal salute to the brave people of nepal",1
'592732779189768192',"my soul is filled with unrest as think about #nepal #freddiegray and #maryjaneveloso",1
'592667460769337345',"heart is in #nepal #nepalearthquake",1
'592654958320873473',"is there still hope for #maryjane?boxing legends think mayweather will win \nwatch the wrap",1
'592667450468073472',"what has happened to unregistered tibetan refugees in #nepalearthquake? no one knows nor the state cares",1
'592703879604744192',"two minutes silence #cheriton #folkestone to remember those who ve died in #nepal #earthquake",1
'592802671096176642',"news about creamation place in aryaghat pashupatinath temple area #nepal #kathmandu",1
'592592658947842049',"but so far no msm channels are taking modi name #nepalquake they are averse to mention pm leave alone modi what an amt of hate",1
'592612693586022401',"this looks like missing persons bulletin board doesnt it",1
'592754504342319104',"#nepal god is with you",1
'592620741289467904',"more on this at am on",1
'592920374712651776',"#world\nplease rt \nshare \n#nepalearthquake \n#nepalquakerelief \n#nepal",1
'592862610648891392',"our hearts and best wishes go out to kevin at this time fingers and toes crossed #nepalearthquake",1
'591902792333295618',"abc breaking significant damage in kathmandu after major earthquake strikes nepal",1
'592594799607226368',"this is awesome",1
'592201587293966336',"days for mainstream media to remember places beyond ktm and everest is too long #nepalearthquake",1
'592735084840615937',"dont rush to nepal to help read this first claire bennett",1
'592198061163708416',"#nepalearthquake must read this",1
'591903247335444480',"tv dead injured in bangladesh from nepal quake tv report dead injured in bangladesh from eart",1
'592672086457458688',"lol that it? billions to bail out banks and to fund endless wars but only mil for suffering humans?",1
'592131813012873216',"hope all in nepal are ok and if you re not then sure everything will be better just keep going #nepal #nepalearthquake #hope",1
'592870293691092992',"access to electricity after daysss totally confused where should start what can do #nepal #earthquake",1
'592734349851795457',"prayer vigil for nepal earthquake victims and their loved ones will be held tomorrow at pm on pauly plaza by the peace pole",1
'592750284759261185',"ugh listening to in the market janet parshall amp hearing updates on nepal baltimore amp saeed abedini amp other americans in iran",1
'591915861688119296',"#soulvultures deleting tweet \nafraid lol \n#nepalearthquake is chance thm to convert poor needy ppl \n#sad",1
'592682521739075584',"love that ladies in uniform",1
'592084870358110208',"was originally going to do volunteer in nepal orphanage this summer but now there more reasons that must go #nepalquake #pray amp support",1
'592680207552794624',"thanks for the retweeting the nepal link appreciate it",1
'592594750026330112',"my all prayers wid ppl on #napal hope there difficulties end soon #nepalearthquake #nepalquake #rip",1
'592634483955732480',"packed my bag scared again earthquake god please spare us #nepalearthquake",1
'592644318072012800',"defence got worst treatment by remember manekshaw by indira bjp gave mr fernandes big difference",1
'592589487017984000',"quake warnings of minutes possible but pricey nepal record of earthquakes dates to at",1
'592638916911603712',"yikes something to consider next time we whine about our slow gvt",1
'592689073787133955',"good babaji great",1
'592592261717831680',"ohh my god",1
'592693903863717889',"god please be merciful #indiawithnepal #thankyoupm",1
'592757908930228224',"and can forget about nepal don know if give shit about anything else in the news don care about the rights of white men",1
'592887569739882497',"dont rush to nepal to help read this first claire bennett",1
'592924291064143872',"stay strong nepal",1
'592164733316247552',"best quote on #earthquake so far",1
'592201109168467968',"help raise funds for #nepalquakerelief by contributing here your little contribution can work wonders",1
'592599340558000128',"god be with nepal",1
'592870595810992129',"can you give me examples please maybe screenshot think only people in nepal can see it ll try what can",1
'592156071734681600',"#talkingnerea\n #nepalearthquake\n #fashionwatch\n bruce jenner\n #thesomaliayouneverhearabout\n\n eat",1
'592775339824254976',"dont rush to nepal to help read this first claire bennett",1
'592814793007996930',"the #nepalearthquake has claimed so many lives hoped you also prayed for them",1
'592200569474961408',"#prayfornepal thanks for your prayers",1
'592929768074534912',"#nepal needs our prayers please fast with us #fastforpeace",1
'592590884031434752',"our deep condolence to those people who has devastated by strong earthquake on th april in nepal amp india",1
'592651929982898176',"#timesofindia #toi the house has unanimously pledged to extend full support to nepal in this hour of great human tragedy venkaiah naidu",1
'592701531981488128',"we re so next",1
'592867460673642498',"my salute to #nepalarmy and #nepalpolice you guys are just great #nepalearthquake",1
'592836227818217473',"we are with you nepal #thankyoupm amp team army rss and all selfless volunteers",1
'592592518182739968',"god help the nepal victims",1
'591902715883618304',"latest pics sent to ani from kathmandu of #earthquake aftermath",1
'592693928786325504',"have two friends in #nepal hoping they can fly out soon",1
'592181068335157248',"hoping to god more people are found safe and well in #nepal especially my old school and footy mate #pray #nepalearthquake #nepalquake",1
'591903368840261632',"ask about new model #fuerzanortedechile",1
'592672908339748866',"minnesota wild wwe black ops kevin love houston rockets chrissy teigen jon jones nepal freddie",1
'592591311707967488',"may god almighty help nepal amen",1
'592589122528641024',"when #nepal was groaning in #earthquake #christian missionaries were shamelessly selling #jesus",1
'592069765704896513',"#insects #evolution #nepal let keep on sharing tweeted already",1
'592162109472944130',"at least #interestingnews",1
'592110147247284224',"this narcissistic incapable person likes just idiotic selfe he heard about tragedy nepal?syria?mediter sea?",1
'592674224214568960',"loneliness like no other so heartwrenching",1
'592177948725121024',"respect",1
'592592516290977792',"oh my god",1
'592924489459044352',"sadly feel like it already has",1
'592762112398782465',"rt prayers for life #baltimore #nepal #burundi prayers for life",1
'592681246507040769',"newsreaders amp journalists shouldn mix breaking news amp barking news #thankyoupm #nepalearthquake",1
'592867954976493570',"right",1
'592826024989196288',"news \nhelp nepal but also help jal andolan people in bjp ruled mp",1
'592750261564788738',"news about nepal and baltimore followed by kim kardashian? mon don diminish these topics by covering pop culture",1
'591902768178339840',"#earthquake helpline numbers of the indian embassy in nepal \n+ \n\n+",1
'592593037106098177',"prayers for nepal",1
'592760684733145088',"stay strong nepal and stay strong baltimore",1
'591910796298493952',"very nicely put",1
'592157514386378752',"#kathmanduquake thank you so much guys",1
'591902803603263488',"morning ahead on powerful earthquake rocks nepal dozens are dead plus why is giving out free coffee in some places",1
'592736599236059137',"seconds before the earthquake basantapur earthquake nepal april via",1
'592736172180447233',"you tweet about zayn malik amp eating pizza shut up",1
'592806667693203456',"#rip for #nepal may god bless all",1
'592183485860749312',"my heart is with families dat lost loved one in the nepal earthquake may god bless their souls",1
'592938707575013376',"stay safe \nstay strong \nstay united to overcome this grief\n amp \nlet keep helping amp supporting as much as we can\n#nepalearthquake #helpnepal",1
'592084816884994048',"\nmay almighty help the beautiful ppl of beautiful country nepal \n#nepalearthquake",1
'591963754868387840',"check out hallmark coffee mug ceramic cat and mouse vintage ceramic #ce #resistcapitalisim #nepal",1
'592781186902134784',"that is truly nice thing",1
'591993989085024256',"prayers for nepal",1
'592623646625128448',"nepal is soooo beautiful its on my bucketlist still want to meet the people here and visit the place as soon as possible",1
'592692594469150721',"stay strong nepal",1
'592763356831952897',"#nepalearthquake so sorry for this",1
'592154322181312512',"light",1
'592749998816780288',"sun has struck nepal and andrew chan and the issue \nintegrity zero lol\n#auspol",1
'592904683347382273',"let share our prayers and be with #nepal #nepalearthquake",1
'592813462847381504',"let put our brothers sisters and parents in #nepal in prayers",1
'592659290168655874',"please prayy for nepal may god bless sumedh fc",1
'592705411389779971',"we throw must read around lot but this really is damn good read by",1
'592084514521874433',"nepal and rainbows in nyc hope",1
'592786477395910658',"be strong\nkeep strong\nstay strong \nnepal",1
'592593578473304065',"wish can reach out lend are hand to help beutyfull country #nepal im hopelessly sadness to see children #nepalearthquake",1
'592777669764349952',"love that comment to skepticat amele keep it up",1
'592157785648955392',"is the earthquake in nepal north east of india so seriously think that no info to the world so many my friends want to contact me",1
'592841379413364736',"#nepalquake central bank must ensure banking service during public holidays its holiday on and may",1
'592593093829865472',"nepal kathmandu everest base camp \nthese names left smile on everyone who worked on yevade subramanyam \nnow",1
'592897622253424640',"it honestly disgusts me how people are more concerned about my bra straps showing at school than earthquake in nepal",1
'592201135282266112',"praying for nepal please text and donate you can help those affected by this awful tragedy",1
'592603755830378496',"thanks to daba wala group of mumbai",1
'592161605779116033',"strength to families in #nepal #nepalquake",1
'592764779107844097',"rude to talk about anything but nepal right now imo",1
'592672894636990464',"don see any part in the site that fb will match my donation so no",1
'592770091491659776',"so proud",1
'592592886807433216',"heartbreaking news",1
'592902742701699072',"nepal unavoidable baltimore no planned murder bali legal decision to end lives clear distinction",1
'592162407541121024',"community service leaders the gurudwaras",1
'592688329746964482',"would do anything to be helping in nepal right now feel useless sitting here reading about it",1
'592894435584811008',"xiaomi mi band registrations go live today \n#pikumelangelook\n#saluteindianforces\n#ranbirkapoor\n#nepalearthquake",1
'592671363980210178',"dont rush to nepal to help read this first",1
'591903401899884544',"#whitehousecorrespondentsdinner needs to go away image of obama mccain laughing it up after spending $$$$$$$$$$ burns+ #nepalearthquake",1
'592075125857595393',"stay strong \n#nepali #nepal #jai nepal #instanepali #instanepal #dktm #proudtobenepali #ig nepal",1
'592949486944661504',"#presstitutes write another article like nepal muslim and xtians ppl wonders if modi govts help will ever reach them",1
'592850262735364097',"bam ent world news things to start your day baltimore erupts in flames the death toll in nepal grows and pre",1
