label,tweet_id
donation_needs_or_offers_or_volunteering_services,'503643124787609600'
other_useful_information,'503643126141947904'
not_related_or_irrelevant,'503643126683009025'
other_useful_information,'503643127132221440'
other_useful_information,'503643127253450753'
other_useful_information,'503643128931565568'
other_useful_information,'503643128994086912'
donation_needs_or_offers_or_volunteering_services,'503643130059829248'
other_useful_information,'503643130923466753'
injured_or_dead_people,'503643131624292352'
caution_and_advice,'503643136636506112'
infrastructure_and_utilities_damage,'503643137663725568'
other_useful_information,'503643137835675648'
other_useful_information,'503643138674528256'
other_useful_information,'503643138968133632'
other_useful_information,'503643143729082369'
infrastructure_and_utilities_damage,'503643144148099072'
other_useful_information,'503643144991567872'
infrastructure_and_utilities_damage,'503643146115223552'
other_useful_information,'503643149374205952'
infrastructure_and_utilities_damage,'503643149776875521'
other_useful_information,'503643151970869249'
other_useful_information,'503643154797854720'
infrastructure_and_utilities_damage,'503643156358115328'
infrastructure_and_utilities_damage,'503643156668096513'
other_useful_information,'503643156941111296'
not_related_or_irrelevant,'503643158580690944'
injured_or_dead_people,'503643158748880896'
other_useful_information,'503643159088218112'
infrastructure_and_utilities_damage,'503643159239622656'
other_useful_information,'503643162515349505'
other_useful_information,'503643163857526784'
sympathy_and_emotional_support,'503643164834803712'
donation_needs_or_offers_or_volunteering_services,'503643166453825537'
infrastructure_and_utilities_damage,'503643168324071424'
other_useful_information,'503643168941015040'
injured_or_dead_people,'503643169402003456'
injured_or_dead_people,'503643169524047873'
not_related_or_irrelevant,'503643171327602689'
other_useful_information,'503643171352739842'
sympathy_and_emotional_support,'503643171775983616'
not_related_or_irrelevant,'503643175466983425'
other_useful_information,'503643175550861314'
other_useful_information,'503643176272265216'
other_useful_information,'503643180412436480'
other_useful_information,'503643180508909570'
other_useful_information,'503643180756393984'
donation_needs_or_offers_or_volunteering_services,'503643181620015104'
other_useful_information,'503643183675219968'
caution_and_advice,'503643187034853376'
other_useful_information,'503643187798228992'
other_useful_information,'503643187802406912'
injured_or_dead_people,'503643187903488000'
other_useful_information,'503643190054764544'
other_useful_information,'503643190675505153'
sympathy_and_emotional_support,'503643190864257024'
infrastructure_and_utilities_damage,'503643191061401601'
infrastructure_and_utilities_damage,'503643191531167744'
not_related_or_irrelevant,'503643192734916608'
infrastructure_and_utilities_damage,'503643194832060417'
other_useful_information,'503643195897810944'
other_useful_information,'503643196111327232'
caution_and_advice,'503643196661174272'
other_useful_information,'503643196945997825'
other_useful_information,'503643197294514176'
injured_or_dead_people,'503643197919469568'
other_useful_information,'503643197969424384'
other_useful_information,'503643198116225024'
infrastructure_and_utilities_damage,'503643202125955073'
other_useful_information,'503643202403196929'
injured_or_dead_people,'503643204156006400'
other_useful_information,'503643204865236992'
injured_or_dead_people,'503643205280468992'
other_useful_information,'503643205879861250'
caution_and_advice,'503643206219624450'
other_useful_information,'503643207486283776'
infrastructure_and_utilities_damage,'503643208169967616'
other_useful_information,'503643209151807490'
not_related_or_irrelevant,'503643209671925761'
other_useful_information,'503643209894211587'
donation_needs_or_offers_or_volunteering_services,'503643210288496643'
other_useful_information,'503643210330435584'
sympathy_and_emotional_support,'503643210892464128'
other_useful_information,'503643212108795904'
other_useful_information,'503643212112994305'
other_useful_information,'503643213979070465'
infrastructure_and_utilities_damage,'503643214180392961'
other_useful_information,'503643214834724864'
other_useful_information,'503643214943764480'
not_related_or_irrelevant,'503643214998282241'
other_useful_information,'503643215950389249'
infrastructure_and_utilities_damage,'503643216084602880'
sympathy_and_emotional_support,'503643216424357888'
not_related_or_irrelevant,'503643216952844288'
other_useful_information,'503643217514868736'
not_related_or_irrelevant,'503643218278240256'
infrastructure_and_utilities_damage,'503643218714439680'
not_related_or_irrelevant,'503643219885031424'
not_related_or_irrelevant,'503643220949991424'
not_related_or_irrelevant,'503643221218824192'
donation_needs_or_offers_or_volunteering_services,'503643222598356992'
injured_or_dead_people,'503643227074080768'
other_useful_information,'503643227858030593'
infrastructure_and_utilities_damage,'503643229460262912'
other_useful_information,'503643232266620929'
injured_or_dead_people,'503643233834893313'
other_useful_information,'503643234498015232'
other_useful_information,'503643235265576960'
other_useful_information,'503643236217270274'
injured_or_dead_people,'503643236267982850'
other_useful_information,'503643237022564352'
other_useful_information,'503643238574456832'
other_useful_information,'503643238712872961'
other_useful_information,'503643239782420480'
other_useful_information,'503643240000540672'
other_useful_information,'503643244337451008'
infrastructure_and_utilities_damage,'503643245361242112'
other_useful_information,'503643250842796032'
not_related_or_irrelevant,'503643253875286016'
injured_or_dead_people,'503643256409030657'
infrastructure_and_utilities_damage,'503643259571167232'
injured_or_dead_people,'503643260590759936'
injured_or_dead_people,'503643261315985408'
other_useful_information,'503643262541111296'
other_useful_information,'503643263018872832'
other_useful_information,'503643264348467200'
infrastructure_and_utilities_damage,'503643266764374016'
other_useful_information,'503643266907402240'
not_related_or_irrelevant,'503643271743037441'
injured_or_dead_people,'503643274196684800'
not_related_or_irrelevant,'503643274926518272'
other_useful_information,'503643275266228224'
other_useful_information,'503643275643719680'
injured_or_dead_people,'503643276335779840'
other_useful_information,'503643276499353600'
other_useful_information,'503643276654559233'
infrastructure_and_utilities_damage,'503643278441324544'
infrastructure_and_utilities_damage,'503643278697189378'
infrastructure_and_utilities_damage,'503643279083061248'
infrastructure_and_utilities_damage,'503643280400453633'
injured_or_dead_people,'503643280475582464'
other_useful_information,'503643283294142464'
infrastructure_and_utilities_damage,'503643284174929920'
not_related_or_irrelevant,'503643285572055042'
caution_and_advice,'503643287706931201'
other_useful_information,'503643287954001920'
infrastructure_and_utilities_damage,'503643288612913153'
infrastructure_and_utilities_damage,'503643289317552128'
other_useful_information,'503643290307403776'
donation_needs_or_offers_or_volunteering_services,'503643291150458880'
other_useful_information,'503643291167248384'
other_useful_information,'503643291758260224'
other_useful_information,'503643291859292161'
other_useful_information,'503643292505210880'
other_useful_information,'503643293176332289'
donation_needs_or_offers_or_volunteering_services,'503643293406609409'
other_useful_information,'503643293880963072'
injured_or_dead_people,'503643294573006849'
caution_and_advice,'503643295218958338'
injured_or_dead_people,'503643296577880064'
other_useful_information,'503643297685200896'
other_useful_information,'503643298310148097'
other_useful_information,'503643298657861632'
infrastructure_and_utilities_damage,'503643298918334465'
other_useful_information,'503643299329359872'
other_useful_information,'503643299996241920'
caution_and_advice,'503643300877058049'
other_useful_information,'503643301535551490'
other_useful_information,'503643302130753536'
infrastructure_and_utilities_damage,'503643302147915777'
other_useful_information,'503643302915489795'
other_useful_information,'503643303490109440'
other_useful_information,'503643304039575552'
not_related_or_irrelevant,'503643304790360065'
injured_or_dead_people,'503643305352372224'
not_related_or_irrelevant,'503643306291896320'
not_related_or_irrelevant,'503643306971398144'
not_related_or_irrelevant,'503643307071639552'
caution_and_advice,'503643307684421632'
injured_or_dead_people,'503643308460347392'
other_useful_information,'503643309190156288'
infrastructure_and_utilities_damage,'503643309622181889'
infrastructure_and_utilities_damage,'503643309903183873'
other_useful_information,'503643310557503488'
injured_or_dead_people,'503643311337639936'
not_related_or_irrelevant,'503643312063258625'
other_useful_information,'503643314424655872'
not_related_or_irrelevant,'503643315548323840'
infrastructure_and_utilities_damage,'503643317330903040'
caution_and_advice,'503643317704212480'
other_useful_information,'503643317855207424'
other_useful_information,'503643318560239616'
other_useful_information,'503643318937739265'
other_useful_information,'503643319713673217'
other_useful_information,'503643320405725184'
caution_and_advice,'503643321248395264'
infrastructure_and_utilities_damage,'503643321412378624'
other_useful_information,'503643321823420416'
sympathy_and_emotional_support,'503643323173969920'
infrastructure_and_utilities_damage,'503643323236904961'
other_useful_information,'503643323844685825'
infrastructure_and_utilities_damage,'503643324017020928'
caution_and_advice,'503643325715730432'
other_useful_information,'503643325761851392'
other_useful_information,'503643326789062657'
other_useful_information,'503643326990778368'
infrastructure_and_utilities_damage,'503643327632519168'
other_useful_information,'503643328320385025'
other_useful_information,'503643329922215937'
infrastructure_and_utilities_damage,'503643330543357952'
infrastructure_and_utilities_damage,'503643330551775232'
other_useful_information,'503643331080257537'
other_useful_information,'503643331281555456'
other_useful_information,'503643331696803840'
other_useful_information,'503643332015554560'
caution_and_advice,'503643332229480448'
other_useful_information,'503643333470982144'
other_useful_information,'503643334280482816'
other_useful_information,'503643334938988544'
sympathy_and_emotional_support,'503643335857569792'
infrastructure_and_utilities_damage,'503643337199718400'
not_related_or_irrelevant,'503643338332180482'
not_related_or_irrelevant,'503643339187830784'
other_useful_information,'503643339392966657'
infrastructure_and_utilities_damage,'503643340228014081'
infrastructure_and_utilities_damage,'503643341205299200'
other_useful_information,'503643341880565760'
other_useful_information,'503643341905752064'
other_useful_information,'503643342195138563'
not_related_or_irrelevant,'503643342585233408'
infrastructure_and_utilities_damage,'503643343151448065'
infrastructure_and_utilities_damage,'503643343197577216'
not_related_or_irrelevant,'503643344644239360'
other_useful_information,'503643344653012992'
other_useful_information,'503643344791031808'
caution_and_advice,'503643344946601984'
not_related_or_irrelevant,'503643345496047616'
infrastructure_and_utilities_damage,'503643346938523649'
other_useful_information,'503643347807129602'
other_useful_information,'503643349119549440'
other_useful_information,'503643349224804353'
caution_and_advice,'503643349954613248'
other_useful_information,'503643350701191168'
not_related_or_irrelevant,'503643352106299392'
infrastructure_and_utilities_damage,'503643353146064896'
other_useful_information,'503643353863294976'
injured_or_dead_people,'503643354677407744'
other_useful_information,'503643355310743552'
injured_or_dead_people,'503643355990220800'
other_useful_information,'503643356715835392'
caution_and_advice,'503643357495963648'
infrastructure_and_utilities_damage,'503643357688500225'
other_useful_information,'503643358284509184'
other_useful_information,'503643358934605824'
caution_and_advice,'503643359668604928'
infrastructure_and_utilities_damage,'503643359794434049'
sympathy_and_emotional_support,'503643360381652992'
other_useful_information,'503643360469725184'
other_useful_information,'503643360557412352'
injured_or_dead_people,'503643361254047744'
other_useful_information,'503643362030026754'
infrastructure_and_utilities_damage,'503643362075742208'
donation_needs_or_offers_or_volunteering_services,'503643362658750464'
infrastructure_and_utilities_damage,'503643363632226304'
other_useful_information,'503643364265193472'
other_useful_information,'503643364286550017'
not_related_or_irrelevant,'503643364827598848'
caution_and_advice,'503643365217693697'
sympathy_and_emotional_support,'503643365771341825'
caution_and_advice,'503643365850628097'
infrastructure_and_utilities_damage,'503643366446608384'
other_useful_information,'503643366580424704'
other_useful_information,'503643368237580288'
other_useful_information,'503643448092942337'
other_useful_information,'503643449279938561'
other_useful_information,'503643449988751361'
other_useful_information,'503643450034491392'
other_useful_information,'503643450680803328'
infrastructure_and_utilities_damage,'503643451465162752'
other_useful_information,'503643451490324480'
other_useful_information,'503643452140453889'
infrastructure_and_utilities_damage,'503643452324581376'
injured_or_dead_people,'503643452748615681'
caution_and_advice,'503643453419311104'
infrastructure_and_utilities_damage,'503643453633613825'
other_useful_information,'503643455734956032'
other_useful_information,'503643456133419008'
other_useful_information,'503643456489943040'
other_useful_information,'503643456900972544'
other_useful_information,'503643457186168832'
other_useful_information,'503643458033438720'
injured_or_dead_people,'503643458708717568'
other_useful_information,'503643459379789825'
other_useful_information,'503643460101230594'
injured_or_dead_people,'503643460726173696'
not_related_or_irrelevant,'503643460797485056'
other_useful_information,'503643461405663232'
other_useful_information,'503643461602775040'
other_useful_information,'503643461690466304'
not_related_or_irrelevant,'503643462370328576'
not_related_or_irrelevant,'503643463125311488'
injured_or_dead_people,'503643464047681536'
other_useful_information,'503643464899518464'
other_useful_information,'503643465667076096'
other_useful_information,'503643465729581056'
other_useful_information,'503643465792507904'
other_useful_information,'503643465826058240'
other_useful_information,'503643466073915393'
not_related_or_irrelevant,'503643466531102720'
donation_needs_or_offers_or_volunteering_services,'503643467134664704'
other_useful_information,'503643467160248320'
other_useful_information,'503643467869085696'
other_useful_information,'503643468510822400'
other_useful_information,'503643469228019712'
other_useful_information,'503643469982605312'
other_useful_information,'503643470628937728'
infrastructure_and_utilities_damage,'503643471262285824'
infrastructure_and_utilities_damage,'503643471304216577'
infrastructure_and_utilities_damage,'503643472080171008'
caution_and_advice,'503643472445071361'
injured_or_dead_people,'503643472654393344'
other_useful_information,'503643473178673152'
other_useful_information,'503643473434906624'
sympathy_and_emotional_support,'503643474122788864'
other_useful_information,'503643474768703489'
other_useful_information,'503643475544645632'
not_related_or_irrelevant,'503643476207337472'
other_useful_information,'503643476899405824'
not_related_or_irrelevant,'503643477683752961'
other_useful_information,'503643478166102017'
other_useful_information,'503643479025909761'
other_useful_information,'503643479734755329'
other_useful_information,'503643480372314112'
other_useful_information,'503643481244725248'
other_useful_information,'503643481328611328'
other_useful_information,'503643482029047808'
injured_or_dead_people,'503643482456457216'
injured_or_dead_people,'503643482733682688'
not_related_or_irrelevant,'503643483442532353'
other_useful_information,'503643484646277121'
other_useful_information,'503643485035978752'
not_related_or_irrelevant,'503643485418037249'
infrastructure_and_utilities_damage,'503643485493559299'
infrastructure_and_utilities_damage,'503643486076538881'
other_useful_information,'503643486516559872'
other_useful_information,'503643486835712000'
sympathy_and_emotional_support,'503643486923403264'
donation_needs_or_offers_or_volunteering_services,'503643486956957697'
other_useful_information,'503643487531978752'
other_useful_information,'503643488219852800'
other_useful_information,'503643489037737984'
injured_or_dead_people,'503643489742385152'
infrastructure_and_utilities_damage,'503643489956290560'
other_useful_information,'503643490316607488'
donation_needs_or_offers_or_volunteering_services,'503643490967109632'
infrastructure_and_utilities_damage,'503643491143282688'
donation_needs_or_offers_or_volunteering_services,'503643491852111872'
other_useful_information,'503643493286567936'
not_related_or_irrelevant,'503643493961838592'
infrastructure_and_utilities_damage,'503643494725197824'
other_useful_information,'503643494846836736'
other_useful_information,'503643495815720960'
other_useful_information,'503643497426341888'
infrastructure_and_utilities_damage,'503643497426350081'
donation_needs_or_offers_or_volunteering_services,'503643497703153664'
not_related_or_irrelevant,'503643499137609728'
infrastructure_and_utilities_damage,'503643499808718850'
other_useful_information,'503643500576272384'
other_useful_information,'503643501255720961'
infrastructure_and_utilities_damage,'503643501943615488'
other_useful_information,'503643502606311426'
other_useful_information,'503643502723735553'
infrastructure_and_utilities_damage,'503643503726178305'
not_related_or_irrelevant,'503643504493731840'
other_useful_information,'503643505026011136'
other_useful_information,'503643505336782848'
missing_trapped_or_found_people,'503643506100150274'
other_useful_information,'503643506141708288'
other_useful_information,'503643507215839235'
donation_needs_or_offers_or_volunteering_services,'503643507865968641'
other_useful_information,'503643508537049091'
other_useful_information,'503643508549623808'
other_useful_information,'503643509052932097'
missing_trapped_or_found_people,'503643509292023808'
other_useful_information,'503643509929558016'
other_useful_information,'503643510911021056'
other_useful_information,'503643511355617280'
injured_or_dead_people,'503643512160923649'
other_useful_information,'503643512467103744'
other_useful_information,'503643512932667393'
sympathy_and_emotional_support,'503643514321002498'
injured_or_dead_people,'503643514505527297'
donation_needs_or_offers_or_volunteering_services,'503643515738673152'
other_useful_information,'503643516174868480'
not_related_or_irrelevant,'503643516883709952'
sympathy_and_emotional_support,'503643517512851456'
infrastructure_and_utilities_damage,'503643517907111936'
injured_or_dead_people,'503643518276206593'
other_useful_information,'503643518922145792'
other_useful_information,'503643519719071746'
not_related_or_irrelevant,'503643521140928512'
infrastructure_and_utilities_damage,'503643521807831041'
other_useful_information,'503643522986045440'
donation_needs_or_offers_or_volunteering_services,'503643523296821248'
other_useful_information,'503643524487577600'
infrastructure_and_utilities_damage,'503643524840308737'
infrastructure_and_utilities_damage,'503643525712736256'
infrastructure_and_utilities_damage,'503643526375407616'
other_useful_information,'503643527101034497'
other_useful_information,'503643527746949120'
other_useful_information,'503643528447016960'
sympathy_and_emotional_support,'503643528455790592'
other_useful_information,'503643528732221440'
other_useful_information,'503643529324036097'
other_useful_information,'503643529382748163'
sympathy_and_emotional_support,'503643529621823488'
other_useful_information,'503643529697320960'
other_useful_information,'503643532541046784'
infrastructure_and_utilities_damage,'503643533647949825'
infrastructure_and_utilities_damage,'503643535044653056'
other_useful_information,'503643535057227776'
infrastructure_and_utilities_damage,'503643535112163328'
other_useful_information,'503643536106196992'
infrastructure_and_utilities_damage,'503643536747954177'
other_useful_information,'503643536836026369'
other_useful_information,'503643537385467904'
other_useful_information,'503643537536069633'
infrastructure_and_utilities_damage,'503643538081726464'
other_useful_information,'503643538194579457'
other_useful_information,'503643538752815106'
injured_or_dead_people,'503643541068062720'
other_useful_information,'503643541625917441'
donation_needs_or_offers_or_volunteering_services,'503643541776908288'
injured_or_dead_people,'503643542393487360'
caution_and_advice,'503643542464774144'
injured_or_dead_people,'503643542690856960'
sympathy_and_emotional_support,'503643543164829696'
other_useful_information,'503643543739826176'
other_useful_information,'503643544436113409'
other_useful_information,'503643545958641664'
not_related_or_irrelevant,'503643546604544000'
other_useful_information,'503643548093526016'
infrastructure_and_utilities_damage,'503643548894658560'
infrastructure_and_utilities_damage,'503643549456273409'
other_useful_information,'503643549695741953'
other_useful_information,'503643549879918592'
caution_and_advice,'503643550391603200'
not_related_or_irrelevant,'503643551025348609'
not_related_or_irrelevant,'503643551138607105'
other_useful_information,'503643551813877760'
infrastructure_and_utilities_damage,'503643553608646657'
other_useful_information,'503643553999126528'
injured_or_dead_people,'503643554573344768'
infrastructure_and_utilities_damage,'503643557849477120'
other_useful_information,'503643559577550848'
infrastructure_and_utilities_damage,'503643561116450816'
other_useful_information,'503643561511112706'
other_useful_information,'503643561804709889'
caution_and_advice,'503643564375416832'
other_useful_information,'503643564698767361'
infrastructure_and_utilities_damage,'503643566883622913'
other_useful_information,'503643568888881152'
other_useful_information,'503643569333104641'
not_related_or_irrelevant,'503643570721394688'
sympathy_and_emotional_support,'503643571254075393'
other_useful_information,'503643571535114241'
other_useful_information,'503643572307255296'
other_useful_information,'503643578287935488'
other_useful_information,'503643579034501120'
other_useful_information,'503643580552839168'
other_useful_information,'503643583069839360'
other_useful_information,'503643584055476225'
infrastructure_and_utilities_damage,'503643589922926592'
infrastructure_and_utilities_damage,'503643591114493952'
other_useful_information,'503643594729598976'
other_useful_information,'503643595816316928'
other_useful_information,'503643596424503298'
other_useful_information,'503643596894273537'
injured_or_dead_people,'503643597041061888'
other_useful_information,'503643597259157504'
other_useful_information,'503643599188545536'
infrastructure_and_utilities_damage,'503643599293386752'
infrastructure_and_utilities_damage,'503643600719052801'
other_useful_information,'503643603986419712'
other_useful_information,'503643604774961152'
not_related_or_irrelevant,'503643605521944576'
other_useful_information,'503643606926630912'
other_useful_information,'503643611486248961'
injured_or_dead_people,'503643612609921024'
other_useful_information,'503643613780516865'
other_useful_information,'503643614669725696'
donation_needs_or_offers_or_volunteering_services,'503643616045436930'
other_useful_information,'503643618041528320'
other_useful_information,'503643618096058368'
infrastructure_and_utilities_damage,'503643618423234561'
other_useful_information,'503643619707068416'
other_useful_information,'503643620315258880'
other_useful_information,'503643620587896832'
other_useful_information,'503643622198083584'
not_related_or_irrelevant,'503643624622391296'
other_useful_information,'503643639562911746'
injured_or_dead_people,'503643640447905792'
other_useful_information,'503643644180824064'
other_useful_information,'503643644684161025'
infrastructure_and_utilities_damage,'503643645094801408'
other_useful_information,'503643649591476224'
other_useful_information,'503643650224451584'
infrastructure_and_utilities_damage,'503643652053143553'
other_useful_information,'503643652628180992'
infrastructure_and_utilities_damage,'503643652841672704'
other_useful_information,'503643656939520000'
infrastructure_and_utilities_damage,'503643657137041409'
other_useful_information,'503643659682594816'
injured_or_dead_people,'503643661129629696'
injured_or_dead_people,'503643663868514304'
other_useful_information,'503643664015712256'
not_related_or_irrelevant,'503643664539607041'
other_useful_information,'503643665416208384'
not_related_or_irrelevant,'503643666070921216'
infrastructure_and_utilities_damage,'503643668272529408'
injured_or_dead_people,'503643668725903360'
not_related_or_irrelevant,'503643672244928512'
injured_or_dead_people,'503643673335054336'
injured_or_dead_people,'503643674799255552'
infrastructure_and_utilities_damage,'503643675214499840'
other_useful_information,'503643675730407424'
injured_or_dead_people,'503643676518543360'
infrastructure_and_utilities_damage,'503643676560863233'
other_useful_information,'503643676950921216'
not_related_or_irrelevant,'503643677437464577'
injured_or_dead_people,'503643678305300480'
infrastructure_and_utilities_damage,'503643678821605376'
infrastructure_and_utilities_damage,'503643678993174528'
not_related_or_irrelevant,'503643681493360641'
not_related_or_irrelevant,'503643681866264576'
other_useful_information,'503643682860716032'
other_useful_information,'503643683015888896'
infrastructure_and_utilities_damage,'503643683267571712'
injured_or_dead_people,'503643683426533376'
infrastructure_and_utilities_damage,'503643684785487873'
infrastructure_and_utilities_damage,'503643685691858944'
other_useful_information,'503643686182596609'
injured_or_dead_people,'503643687889272832'
other_useful_information,'503643692176269312'
not_related_or_irrelevant,'503643692591095808'
other_useful_information,'503643693186695168'
infrastructure_and_utilities_damage,'503643693455134720'
sympathy_and_emotional_support,'503643697834389505'
infrastructure_and_utilities_damage,'503643697981169664'
other_useful_information,'503643703249235968'
other_useful_information,'503643705635381248'
other_useful_information,'503643711733891072'
infrastructure_and_utilities_damage,'503643712430542848'
other_useful_information,'503643715987337216'
other_useful_information,'503643716465086464'
other_useful_information,'503643717480087552'
infrastructure_and_utilities_damage,'503643717891149824'
other_useful_information,'503643719061757952'
other_useful_information,'503643720466845696'
injured_or_dead_people,'503643726351450112'
displaced_people_and_evacuations,'503643727294779392'
other_useful_information,'503643727491907584'
sympathy_and_emotional_support,'503643728863436800'
other_useful_information,'503643729505579009'
not_related_or_irrelevant,'503643730239180800'
other_useful_information,'503643730877100032'
other_useful_information,'503643731745320961'
other_useful_information,'503643732810289152'
other_useful_information,'503643733296824321'
not_related_or_irrelevant,'503643734299648002'
infrastructure_and_utilities_damage,'503643737126223872'
other_useful_information,'503643738468798465'
infrastructure_and_utilities_damage,'503643739836133376'
sympathy_and_emotional_support,'503643740553375744'
injured_or_dead_people,'503643740633038850'
other_useful_information,'503643741270183936'
infrastructure_and_utilities_damage,'503643741609926656'
other_useful_information,'503643742516301827'
injured_or_dead_people,'503643743879065600'
caution_and_advice,'503643746211090432'
sympathy_and_emotional_support,'503643746265997312'
infrastructure_and_utilities_damage,'503643746777722881'
other_useful_information,'503643751806676992'
not_related_or_irrelevant,'503643751961874432'
other_useful_information,'503643753245331456'
donation_needs_or_offers_or_volunteering_services,'503643755560185856'
sympathy_and_emotional_support,'503643757338578944'
other_useful_information,'503643757494161408'
other_useful_information,'503643759050260480'
other_useful_information,'503643762690514944'
other_useful_information,'503643766679695361'
not_related_or_irrelevant,'503643767325605888'
infrastructure_and_utilities_damage,'503643770739781633'
other_useful_information,'503643770974633985'
infrastructure_and_utilities_damage,'503643771175960577'
not_related_or_irrelevant,'503643771553067008'
other_useful_information,'503643773385969664'
infrastructure_and_utilities_damage,'503643773973168128'
infrastructure_and_utilities_damage,'503643774996996096'
infrastructure_and_utilities_damage,'503643775164350465'
other_useful_information,'503643776183959553'
other_useful_information,'503643777039204352'
infrastructure_and_utilities_damage,'503643777651974144'
sympathy_and_emotional_support,'503643778063007744'
not_related_or_irrelevant,'503643778687963136'
other_useful_information,'503643779036098560'
sympathy_and_emotional_support,'503643779262205953'
displaced_people_and_evacuations,'503643780265046016'
other_useful_information,'503643780327546880'
infrastructure_and_utilities_damage,'503643781603028994'
not_related_or_irrelevant,'503643782391136256'
other_useful_information,'503643784585158656'
other_useful_information,'503643785759182848'
other_useful_information,'503643789136003073'
other_useful_information,'503643789202694144'
not_related_or_irrelevant,'503643789513474049'
other_useful_information,'503643795020582912'
not_related_or_irrelevant,'503643796781801472'
other_useful_information,'503643797088002048'
caution_and_advice,'503643797319069696'
other_useful_information,'503643798929670145'
other_useful_information,'503643799029956608'
infrastructure_and_utilities_damage,'503643799101657088'
other_useful_information,'503643799323541504'
infrastructure_and_utilities_damage,'503643800208547840'
other_useful_information,'503643800926183424'
other_useful_information,'503643801093558272'
other_useful_information,'503643803308539904'
infrastructure_and_utilities_damage,'503643804860424192'
donation_needs_or_offers_or_volunteering_services,'503643805061373952'
other_useful_information,'503643806013857793'
infrastructure_and_utilities_damage,'503643806239956993'
other_useful_information,'503643808144572416'
infrastructure_and_utilities_damage,'503643808349687808'
other_useful_information,'503643809310593024'
not_related_or_irrelevant,'503643809515700224'
other_useful_information,'503643809591615488'
other_useful_information,'503643811290304512'
other_useful_information,'503643812518838272'
not_related_or_irrelevant,'503643812829216769'
other_useful_information,'503643814330769408'
other_useful_information,'503643817929879552'
injured_or_dead_people,'503643818466754562'
injured_or_dead_people,'503643820433489920'
donation_needs_or_offers_or_volunteering_services,'503643820622622720'
other_useful_information,'503643821817602048'
other_useful_information,'503643822073446400'
other_useful_information,'503643822812057600'
sympathy_and_emotional_support,'503643823260442624'
injured_or_dead_people,'503643823474749440'
infrastructure_and_utilities_damage,'503643824581656576'
other_useful_information,'503643826050052096'
not_related_or_irrelevant,'503643826582728704'
other_useful_information,'503643828897591296'
infrastructure_and_utilities_damage,'503643829656768512'
other_useful_information,'503643832324726785'
other_useful_information,'503643832387661825'
sympathy_and_emotional_support,'503643835709157376'
sympathy_and_emotional_support,'503643836417986561'
infrastructure_and_utilities_damage,'503643838406479872'
donation_needs_or_offers_or_volunteering_services,'503643840121536514'
infrastructure_and_utilities_damage,'503643842865020928'
other_useful_information,'503643843078942720'
injured_or_dead_people,'503643844811169792'
